userId,recommended_movieIds
46,"[54286, 88125, 8783, 4226, 78499, 1198, 112852, 5444, 858, 4973, 1921, 924, 81834, 3504, 4019, 480, 2021, 6377, 76093, 72998]"
47,"[527, 435, 587, 480, 356, 357, 377, 318, 474, 589, 329, 47, 5, 135, 539, 293, 168, 54, 62, 74]"
48,"[122892, 36931, 4235, 43267, 72226, 27724, 3156, 1203, 5319, 40148, 27904, 5608, 67087, 1625, 77455, 54997, 3809, 318, 1704, 71838]"
49,"[4103, 2076, 2043, 50, 2102, 1611, 3671, 1719, 1214, 1221, 1233, 1252, 1263, 4338, 1276, 1278, 260, 1304, 3871, 2344]"
50,"[1035, 527, 25, 50, 648, 223, 318, 497, 356, 34, 1028, 6, 12, 15, 17, 29, 1079, 93, 141, 653]"
51,"[2571, 2580, 2599, 1073, 3181, 2167, 3706, 2186, 1173, 1682, 2739, 3262, 2762, 2770, 1244, 3826, 2318, 3358, 288, 2858]"
52,"[2571, 17, 107559, 50, 73290, 1653, 1172, 1175, 31410, 40629, 3285, 1259, 3844, 4921, 838, 7502, 858, 37731, 53125, 1958]"
53,"[1, 527, 24, 6711, 73, 592, 3176, 2716, 1198, 6333, 1214, 1219, 4306, 1240, 1259, 2797, 4846, 260, 318, 5952]"
54,"[32, 593, 4226, 4235, 1259, 1276, 780, 7438, 79132, 293, 32587, 858, 5481, 5995, 3949, 91529, 4011, 109487, 7153, 2502]"
55,"[1183, 1393, 296, 85, 25, 1356, 1073, 86, 41, 260, 1409, 785, 17, 36, 62, 1357, 849, 628, 3, 18]"
56,"[108583, 30749, 94466, 4519, 31193, 86504, 2712, 60293, 905, 912, 5244, 1197, 1204, 1278, 85342, 79357, 7802, 93855, 4002, 1967]"
57,"[1, 2069, 39, 58, 2132, 2176, 2202, 2272, 2318, 2331, 306, 308, 2391, 352, 2427, 2467, 2474, 507, 2571, 529]"
58,"[3114, 1077, 2622, 2628, 4177, 4178, 3155, 4187, 4189, 4190, 4191, 4205, 2670, 1148, 2686, 3203, 1692, 1197, 3251, 1206]"
59,"[1046, 608, 1198, 2360, 1354, 380, 59315, 76251, 47, 858, 1089, 356, 44555, 1042, 74789, 3147, 3698, 1197, 50872, 1234]"
60,"[296, 1028, 2599, 6711, 1610, 30812, 608, 6269, 2692, 2700, 1172, 5816, 1220, 1227, 223, 1250, 1259, 1269, 3317, 1278]"
61,"[152077, 34338, 2596, 1080, 1084, 1089, 44633, 3686, 48774, 1208, 1213, 1732, 1221, 1222, 7163, 53972, 1244, 51935, 127202, 1258]"
62,"[2596, 2657, 8368, 4878, 2571, 48780, 8874, 127202, 858, 66934, 924, 51255, 1136, 1197, 152077, 1198, 7153, 48516, 44191, 4993]"
63,"[55820, 527, 539, 82459, 1079, 88125, 586, 594, 1127, 2683, 4226, 81562, 58559, 52435, 1276, 1278, 7438, 2324, 3861, 3916]"
64,"[2, 292, 173, 47, 474, 377, 593, 161, 588, 589, 150, 39, 442, 10, 32, 293, 300, 50, 315, 733]"
65,"[3089, 50, 1084, 111, 1193, 1267, 2858, 3435, 903, 913, 2019, 527, 2064, 2066, 21, 549, 2599, 8751, 1089, 1617]"
66,"[1090, 1172, 1204, 1219, 1221, 7502, 903, 912, 919, 923, 7087, 2019, 7153, 3578, 527, 5952, 1197, 3147, 1653, 5782]"
67,"[1029, 529, 25, 40, 594, 596, 608, 163, 720, 223, 229, 303, 345, 858, 471, 50, 150, 235, 17, 281]"
68,"[5, 6, 5679, 47, 50, 2115, 3147, 1101, 1148, 69757, 1193, 8368, 741, 27882, 1259, 8947, 8958, 3861, 3916, 7502]"
69,"[1036, 55820, 82459, 3638, 1079, 88125, 594, 1127, 2683, 2194, 81562, 1203, 6333, 1214, 1230, 1772, 1278, 1304, 1307, 3897]"
70,"[25, 1183, 801, 1210, 848, 1513, 1356, 647, 260, 32, 1393, 6, 783, 1429, 1562, 41, 1460, 66, 837, 849]"
71,"[524, 2064, 36, 2599, 555, 30810, 2668, 106100, 3210, 97938, 44195, 1192, 8874, 38061, 1199, 7361, 1221, 1222, 1223, 3793]"
72,"[24, 89759, 1219, 1732, 2908, 59784, 4011, 2997, 3006, 1997, 924, 296, 48516, 2571, 30749, 68157, 3147, 1704, 1203, 1721]"
73,"[122892, 127108, 127152, 96467, 250, 94466, 86504, 72171, 139757, 96829, 6732, 133771, 160590, 74754, 1207, 1209, 48322, 5377, 81156, 7451]"
74,"[1036, 3082, 3638, 1136, 4247, 1690, 165, 1198, 223, 3821, 4344, 780, 4369, 785, 2916, 2423, 2959, 3984, 1941, 2989]"
75,"[47, 543, 4641, 51255, 608, 1136, 2193, 1213, 58559, 1222, 1227, 6350, 112852, 223, 1250, 2792, 1777, 3317, 2329, 3868]"
76,"[2433, 1286, 904, 908, 910, 524, 2718, 2858, 296, 36527, 50, 950, 3897, 2890, 1610, 2762, 3793, 1240, 858, 2396]"
77,"[2078, 6405, 2501, 497, 6743, 2728, 8970, 2872, 953, 3034, 5152, 3108, 1084, 27721, 7256, 1131, 1132, 27790, 1188, 1204]"
78,"[89745, 2132, 30825, 6281, 69844, 8641, 2501, 2599, 94864, 4776, 53953, 54001, 56145, 2968, 7090, 56251, 27611, 54372, 52328, 27773]"
79,"[515, 1028, 3, 1030, 1031, 1032, 10, 1036, 527, 17, 537, 3101, 2078, 541, 3104, 2081, 34, 30749, 3108, 39]"
80,"[1542, 25, 1569, 1183, 36, 839, 605, 104, 745, 1210, 260, 17, 1367, 733, 65, 832, 647, 1552, 785, 18]"
81,"[8197, 2076, 47152, 71755, 6273, 32898, 6283, 116897, 235, 4404, 2360, 96606, 6530, 2529, 2551, 2579, 2594, 96829, 96832, 98963]"
82,"[527, 594, 590, 589, 300, 32, 34, 62, 586, 596, 348, 480, 225, 608, 377, 161, 349, 434, 185]"
83,"[216, 333, 4489, 6539, 4623, 903, 912, 919, 1032, 1060, 1235, 1242, 1292, 2076, 6242, 111, 49272, 4235, 2208, 231]"
84,"[1197, 1580, 51255, 1090, 2115, 1097, 2193, 78499, 87232, 112852, 1240, 2791, 1265, 4886, 3868, 138036, 109374, 96610, 2413, 103810]"
85,"[141, 555, 319, 474, 225, 509, 47, 364, 110, 587, 32, 353, 349, 1, 380, 454, 529, 20, 533, 539]"
86,"[1035, 41, 593, 595, 149, 156, 161, 163, 175, 1199, 223, 745, 260, 858, 347, 474, 661, 307, 50, 553]"
87,"[296, 47, 457, 1358, 1393, 766, 17, 150, 1080, 628, 832, 14, 1049, 5, 1356, 648]"
88,"[6, 111, 2502, 543, 2997, 5064, 1625, 73344, 3967, 2918, 1089, 858, 8622, 1213, 34, 8228, 2208, 2248, 69849, 2278]"
89,"[5, 1042, 539, 555, 587, 69757, 44195, 1193, 1197, 1198, 53956, 1285, 79132, 49957, 9010, 57669, 81229, 2918, 4973, 6016]"
90,"[1542, 527, 1042, 25, 1566, 1060, 1573, 47, 588, 594, 595, 86, 95, 1704, 1196, 1721, 720, 745, 766, 1282]"
91,"[2028, 3081, 524, 122904, 5152, 551, 102445, 51255, 88129, 2115, 3147, 7254, 61024, 73321, 2193, 72356, 1198, 89774, 8371, 98491]"
92,"[16, 535, 593, 111, 194, 230, 6, 589, 36, 151, 225, 265, 282, 428, 475, 17, 410, 25, 377, 266]"
93,"[55820, 953, 58559, 1230, 48516, 88125, 6333, 2359, 33166, 466, 31193, 2804, 8949, 905, 923, 3175, 1127, 1203, 1204, 1214]"
94,"[67087, 4114, 71180, 2068, 72226, 97826, 3114, 48682, 59447, 36931, 27724, 3156, 1625, 3677, 69757, 69761, 4235, 77455, 71838, 89759]"
95,"[50, 176, 177, 188, 2460, 2571, 2804, 3020, 7153, 1025, 1199, 1242, 1243, 1732, 1924, 26712, 30812, 2186, 4239, 2301]"
96,"[3095, 3632, 3134, 1178, 3741, 1199, 1208, 1217, 1230, 1237, 1251, 3307, 3310, 1281, 3365, 3462, 8125, 3022, 8154, 2019]"
97,"[1193, 541, 34338, 3114, 80463, 44633, 68237, 78499, 1204, 1222, 1244, 1252, 1258, 1273, 1276, 48385, 3424, 2916, 3435, 3462]"
98,"[32, 4226, 2302, 318, 7502, 5500, 5064, 3039, 5952, 6377, 1214, 480, 858, 1036, 593, 589, 47, 1625, 2918, 1240]"
99,"[2289, 13, 16, 2064, 30749, 41, 2102, 2138, 2140, 30812, 2141, 111, 162, 176, 6333, 2248, 206, 223, 4326, 2284]"
100,"[778, 1042, 1060, 1358, 858, 994, 260, 1672, 1552, 17, 36, 805, 1459, 1485, 849, 1112, 605, 866, 100, 104]"
101,"[541, 26662, 1580, 51255, 5690, 2115, 1097, 64614, 4226, 2193, 57504, 1197, 1198, 1220, 2762, 1234, 2791, 2792, 65261, 1270]"
102,"[908, 26729, 4262, 2318, 2330, 6461, 342, 390, 2467, 2488, 2490, 2553, 2554, 529, 2627, 595, 4711, 2726, 4783, 2791]"
103,"[543, 50, 4235, 48780, 1175, 31410, 1777, 780, 7502, 858, 2918, 5481, 5995, 4027, 5064, 527, 3949, 2329, 4262, 318]"
104,"[152077, 1097, 589, 1136, 4226, 48774, 1197, 127202, 7502, 106920, 457, 76251, 1198, 48516, 99114, 54286, 122886, 527, 122904, 111659]"
105,"[56782, 3788, 1954, 123, 6269, 198, 281, 306, 2384, 2406, 6552, 2488, 2490, 2585, 599, 2673, 2791, 4873, 4903, 850]"
106,"[67087, 88125, 36931, 27724, 80463, 3156, 1625, 110, 8827, 71838, 1197, 3246, 2739, 1203, 3275, 4299, 54997, 3809, 52458, 8957]"
107,"[541, 1089, 4226, 6787, 48780, 1196, 745, 260, 858, 924, 79132, 50, 47, 68157, 3147, 1203, 1258, 778, 4878, 300]"
108,"[318, 587, 588, 474, 527, 349, 47, 292, 590, 150, 586, 500, 161, 316, 165, 296, 592]"
109,"[260, 2324, 1573, 39, 2997, 1221, 2762, 4306, 471, 2908, 40414, 7153, 253, 356, 110, 266, 6539, 2571, 150, 161]"
110,"[524, 1036, 17, 22, 50, 62, 71, 589, 110, 151, 222, 224, 255, 281, 318, 835, 338, 435, 475, 316]"
111,"[216, 4489, 6539, 2628, 2863, 1032, 1193, 1214, 1233, 5500, 4226, 33493, 1288, 5679, 858, 2571, 2804, 333, 1060, 1242]"
112,"[6, 1183, 62, 832, 76, 260, 802, 25, 640, 1409, 140, 17, 788, 800, 36, 1357, 852, 104, 628, 7]"
113,"[1357, 728, 608, 12, 673, 434, 11, 318, 590, 86, 110, 380, 733, 260, 266, 10, 653, 648, 784, 785]"
114,"[257, 260, 527, 39, 318, 587, 222, 95, 736, 364, 457, 62, 329, 110, 590, 2, 5, 135, 266, 780]"
115,"[4979, 543, 32, 1060, 1090, 588, 3160, 1625, 30810, 104, 3181, 1136, 106100, 2167, 3706, 4226, 2692, 2694, 1673, 97938]"
116,"[39, 50, 595, 1198, 1210, 253, 8961, 68358, 79132, 59315, 480, 858, 44555, 1042, 648, 1721, 745, 778, 4878, 1321]"
117,"[1035, 3095, 3654, 1617, 3196, 1172, 1185, 1213, 1221, 2804, 2858, 2359, 5952, 3916, 858, 2908, 899, 905, 909, 910]"
118,"[123, 190, 235, 2310, 2352, 318, 319, 2384, 348, 2406, 364, 2427, 2467, 2488, 2490, 2501, 2585, 590, 599, 2673]"
119,"[471, 3362, 2068, 2102, 2106, 3271, 2132, 26729, 116, 2186, 162, 164, 4262, 2238, 2252, 1263, 2272, 2081, 2288, 246]"
120,"[3082, 122900, 541, 555, 50, 3638, 88140, 593, 595, 1617, 2140, 8798, 1136, 3703, 60040, 111759, 2706, 8341, 4247, 1690]"
121,"[1029, 524, 16, 596, 608, 111, 280, 318, 230, 594, 261, 47, 527, 266, 356, 555, 648, 515, 1028, 11]"
122,"[5952, 608, 1221, 471, 858, 480, 2858, 1196, 260, 1673, 1073, 58, 1084, 198, 593, 466, 596, 345, 367, 368]"
123,"[2, 2571, 2580, 2599, 1073, 1090, 608, 3181, 2670, 2167, 3706, 2186, 1682, 1173, 2739, 1208, 3262, 7361, 2770, 1244]"
124,"[543, 1221, 1777, 3861, 858, 2918, 924, 2502, 5064, 1198, 5952, 260, 1258, 356, 44555, 6711, 8784, 1653, 2692, 2706]"
125,"[88125, 466, 31193, 4641, 80463, 594, 2712, 898, 905, 923, 924, 54328, 1127, 27773, 27790, 1203, 52435, 1244, 1258, 48385]"
126,"[293, 553, 471, 720, 474, 223, 593, 110, 588, 47, 261, 527, 21, 280, 153, 32, 165, 555, 175, 431]"
127,"[458, 11, 17, 185, 318, 590, 219, 491, 110, 527, 587, 2, 780, 282, 32, 455, 337, 595, 349, 508]"
128,"[150, 318, 832, 1405, 2115, 2139, 4277, 237, 317, 2394, 6565, 2580, 553, 6708, 8784, 596, 2918, 919, 3034, 7143]"
129,"[89864, 2329, 161, 1193, 5991, 110, 52975, 1265, 593, 6377, 6016, 1, 3114, 7263, 4963, 5995, 2028, 1517, 69122, 4993]"
130,"[88125, 6350, 2288, 6405, 4467, 2501, 31193, 55820, 82459, 6743, 2692, 2872, 902, 905, 912, 7090, 3000, 3034, 3062, 5152]"
131,"[2959, 318, 858, 122882, 48516, 44555, 17, 89759, 4011, 1089, 1732, 1221, 73, 1228, 2001, 1625, 1517, 3949, 48783, 2706]"
132,"[33794, 80906, 2580, 97304, 105504, 1060, 555, 102445, 50, 88125, 3160, 2145, 106100, 49272, 2692, 1673, 93324, 3216, 97938, 4754]"
133,"[2571, 122882, 122886, 3594, 2059, 11, 1035, 122904, 7263, 2657, 1653, 1175, 8874, 68269, 31410, 50872, 3270, 106696, 3285, 261]"
134,"[2078, 2087, 2091, 2096, 88125, 2114, 112, 2161, 2289, 260, 31193, 82459, 616, 2788, 2877, 903, 905, 913, 924, 3034]"
135,"[2571, 58559, 6502, 535, 671, 1210, 194, 85, 608, 745, 36, 2890, 51662, 319, 1073, 640, 3720, 648, 2959, 3481]"
136,"[5, 1036, 3638, 1097, 587, 589, 590, 2683, 69757, 45722, 6365, 1772, 7438, 2329, 5418, 7502, 357, 2918, 364, 934]"
137,"[1, 1029, 1036, 527, 596, 111, 1148, 44191, 1193, 1198, 33493, 750, 5378, 260, 318, 337, 6539, 3578, 508, 593]"
138,"[1089, 608, 1172, 2268, 260, 5995, 3462, 1196, 58559, 6016, 2858, 318, 122882, 34435, 145, 1207, 1729, 2324, 908, 55721]"
139,"[1537, 2058, 54286, 32, 556, 1073, 62, 1610, 3148, 590, 3156, 1625, 1682, 2712, 1221, 4308, 1246, 1777, 1293, 2329]"
140,"[260, 1573, 2762, 40414, 7153, 5378, 1, 44191, 1704, 1196, 1210, 5952, 1221, 329, 595, 33493, 858, 2542, 106489, 4993]"
141,"[551, 6016, 260, 3462, 266, 527, 161, 99114, 1196, 50, 58559, 1221, 593, 858, 110, 592, 122882, 2959, 55721, 106100]"
142,"[4886, 934, 1193, 5418, 1198, 318, 62, 5952, 587, 4306, 357, 2918, 3175, 6377, 110, 7153, 69757, 1265, 1035, 4896]"
143,"[1, 27664, 72226, 68157, 608, 4226, 2186, 48780, 1203, 1214, 1219, 1221, 293, 2863, 5952, 858, 5481, 5995, 904, 908]"
144,"[17, 551, 435, 318, 585, 222, 32, 593, 587, 161, 357, 329, 515, 273, 661, 539, 537, 314, 720, 468]"
145,"[2, 11, 17, 47, 62, 648, 186, 222, 255, 257, 260, 318, 457, 474, 589, 356, 733, 236, 349, 39]"
146,"[527, 36, 838, 594, 39, 590, 300, 47, 253, 266, 282, 32, 50, 62, 596, 348, 608, 110, 349, 296]"
147,"[3578, 60069, 68954, 4995, 59784, 2028, 1046, 32, 1673, 1203, 1732, 1240, 778, 2360, 3897, 318, 3911, 1354, 7502, 5995]"
148,"[76251, 551, 31410, 2804, 1221, 1244, 48385, 7502, 3424, 5618, 34338, 44633, 2138, 6242, 4235, 4349, 2467, 466, 31193, 4616]"
149,"[122886, 6155, 2144, 2145, 88163, 4306, 69844, 106918, 31193, 152081, 2581, 4700, 66203, 78499, 80549, 2788, 53996, 86817, 33615, 1221]"
150,"[5679, 6, 16, 4128, 50, 26712, 4239, 193, 4310, 39183, 4367, 2336, 318, 8533, 6565, 8644, 543, 4641, 51935, 741]"
151,"[2, 47, 377, 593, 318, 288, 293, 50, 315, 586, 733, 353, 736, 364, 236, 1, 434, 589, 110, 253]"
152,"[2501, 31193, 539, 82459, 594, 2918, 905, 912, 924, 7090, 953, 1203, 1230, 52435, 1278, 1304, 1307, 1407, 85414, 81562]"
153,"[527, 16, 2599, 593, 3160, 1701, 728, 2324, 838, 2890, 1885, 357, 1927, 2013, 2028, 2318, 2858, 3967, 356, 25]"
154,"[26, 1059, 1061, 47, 58, 95, 613, 112, 628, 653, 694, 766, 785, 296, 839, 1367, 457, 260, 62, 733]"
155,"[1537, 1172, 1203, 1204, 1223, 720, 1252, 1293, 3386, 318, 7502, 356, 923, 7153, 2858, 5952, 260, 1210, 608, 1221]"
156,"[80906, 2580, 2581, 1046, 105504, 1060, 555, 102445, 50, 88125, 3160, 54881, 88163, 106100, 49272, 2692, 93324, 96911, 97938, 44195]"
157,"[2076, 71899, 94466, 129313, 59684, 53550, 141886, 31435, 99030, 109374, 80717, 2970, 60333, 107447, 5056, 5121, 3202, 64660, 5291, 1201]"
158,"[778, 2571, 4002, 296, 4007, 1193, 1968, 6502, 1663, 51662, 4995, 3720, 63113, 8972, 1299, 3987, 551, 4008, 1197, 27822]"
159,"[2064, 4641, 1059, 3634, 6711, 3702, 3196, 2692, 2700, 1172, 1178, 678, 1203, 1206, 7361, 1219, 1222, 1227, 1247, 223]"
160,"[162, 219, 2268, 246, 2300, 2318, 2391, 440, 549, 2704, 2757, 899, 904, 916, 3015, 3101, 1060, 1147, 1221, 1225]"
161,"[555, 353, 50, 1079, 223, 247, 778, 527, 319, 34, 543, 288, 1028, 20, 533, 45, 616, 112, 230, 235]"
162,"[1183, 1357, 86, 728, 110, 25, 260, 832, 14, 785, 150, 282, 161, 36, 41, 318, 454, 208, 593, 104]"
163,"[122890, 1036, 543, 32, 1573, 47, 1625, 4226, 1193, 1201, 6874, 6365, 1777, 79091, 318, 2918, 5995, 1954, 1961, 109487]"
164,"[1020, 543, 1060, 555, 3063, 3160, 30810, 101, 1136, 106100, 2692, 2694, 97938, 1693, 44191, 44195, 8874, 38061, 3263, 1220]"
165,"[543, 5064, 551, 4816, 4308, 2268, 8981, 41285, 5952, 32, 858, 1210, 1196, 4993, 1584, 51255, 1090, 3654, 8784, 597]"
166,"[5679, 1597, 2683, 44191, 4308, 33493, 4310, 1259, 5378, 3861, 329, 3916, 858, 3147, 4993, 260, 527, 6565, 2571, 6377]"
167,"[527, 29, 1580, 594, 2657, 611, 3702, 3704, 1148, 1663, 671, 674, 1193, 1196, 1198, 1221, 4306, 1253, 1265, 4848]"
168,"[47, 16, 58, 720, 778, 838, 608, 318, 230, 293, 527, 349, 471, 3, 52, 1080, 1084, 69, 628, 141]"
169,"[4226, 527, 67087, 152077, 2596, 36931, 27724, 589, 3156, 2657, 64614, 73321, 110, 69757, 70286, 1682, 71838, 1704, 1200, 1203]"
170,"[296, 318, 588, 2064, 36, 50, 53, 111, 190, 194, 224, 229, 2289, 253, 2310, 266, 268, 2336, 299, 2359]"
171,"[2064, 21, 549, 2108, 1617, 1147, 1148, 162, 1220, 1221, 1223, 1230, 1247, 235, 2289, 2329, 3363, 1836, 2366, 1354]"
172,"[527, 39, 319, 838, 471, 111, 246, 36, 282, 1073, 593, 356, 367, 161, 339, 62, 357, 110]"
173,"[12, 1042, 673, 800, 1060, 1584, 1590, 86, 1500, 608, 994, 745, 1183, 25, 1, 858, 1356, 1393, 786, 1409]"
174,"[1927, 904, 6287, 2324, 150, 924, 2467, 931, 296, 50, 307, 1212, 1086, 3911, 2762, 588, 3408, 728, 1240, 608]"
175,"[104, 216, 2268, 2291, 318, 4489, 4623, 555, 2804, 2863, 1032, 1060, 1148, 1276, 3552, 5669, 50, 2329, 1136, 6377]"
176,"[112852, 76251, 50, 127052, 27728, 3581, 1653, 1175, 62115, 1206, 2232, 98491, 118468, 32460, 74458, 65261, 66297, 102666, 121126, 32554]"
177,"[260, 2628, 2710, 73, 86, 2142, 110, 123, 2195, 176, 177, 2232, 188, 2268, 222, 2282, 235, 253, 309, 314]"
178,"[1252, 34338, 1090, 80463, 44633, 2716, 1204, 58559, 1732, 1222, 1244, 48385, 3424, 2918, 3481, 923, 924, 76251, 2011, 5618]"
179,"[122882, 122886, 2571, 54286, 17, 122904, 2596, 2657, 8827, 70286, 44191, 8874, 1196, 3246, 2739, 40629, 50872, 1210, 3275, 3793]"
180,"[587, 364, 260, 292, 1196, 1580, 50, 1210, 1223, 457, 720, 110, 1721, 480, 266, 1175, 23, 539, 924, 1080]"
181,"[32, 68157, 48780, 293, 5481, 5995, 1042, 1090, 30810, 101, 111, 44195, 1196, 1208, 58559, 53956, 1234, 8970, 2333, 49957]"
