userId,tmdbIds
22,"[10802, 2788, 707, 10210, 10397, 11259, 118340, 13701, 8649, 8866, 713, 18183, 4944, 45317, 9587, 23742, 164, 49026, 8413, 1266]"
23,"[549, 9305, 8428, 33344, 9424, 12761, 39437, 3309, 37920, 16153, 9448, 9464, 120467, 56235, 23908, 10002, 406, 5894, 140420, 18402]"
24,"[103, 1934, 100, 153, 104, 24, 9806, 9377, 856, 623, 500, 792, 510, 185, 769, 38, 240, 694, 393, 578]"
25,"[8986, 9354, 1779, 10144, 2619, 15171, 2028, 8984, 397, 10403, 162, 2657, 8130, 11566, 10057, 408, 817, 850, 651, 1832]"
26,"[14337, 110415, 15472, 11003, 24746, 9426, 135397, 810, 8452, 122917, 68726, 11397, 62177, 2270, 49444, 76170, 37472, 4513, 13053, 10139]"
27,"[9320, 37975, 11546, 604, 11895, 2502, 25232, 9279, 123025, 372981, 128857, 56428, 10637, 942, 13795, 12090, 70, 36658, 393, 100]"
28,"[396, 11934, 3035, 11779, 671, 24226, 11335, 577, 10249, 10882, 13850, 10634, 11522, 16388, 2293, 13667, 36658, 12626, 12, 8916]"
29,"[680, 274, 562, 601, 137, 95, 13475, 14, 949, 63, 807, 628, 9905, 13, 8587, 329, 424, 78, 319, 280]"
30,"[6479, 775, 8973, 9516, 90214, 31997, 9465, 1902, 8416, 36210, 25364, 1619, 17006, 10110, 44379, 13403, 24936, 27094, 37903, 25468]"
31,"[10195, 137113, 74, 70160, 16538, 137106, 10661, 1724, 2080, 55931, 64688, 68721, 8373, 238615, 32823, 41154, 83666, 1018, 127585, 49538]"
32,"[8009, 577, 117, 296, 7984, 453, 5548, 2323, 154, 11967, 1701, 380, 8358, 754, 165, 861, 196, 2756, 1669, 9390]"
33,"[281957, 9836, 2074, 13073, 152601, 26408, 1435, 3078, 3085, 1630, 975, 14285, 4485, 14922, 68924, 9452, 11426, 13820, 10002, 1949]"
34,"[18299, 16980, 93, 5723, 31642, 9516, 747, 52059, 36266, 27854, 28288, 17281, 198, 13562, 43795, 26378, 32574, 4485, 18451, 14585]"
35,"[524, 9737, 11780, 101, 108, 163, 11076, 1770, 9591, 409, 11702, 11808, 617, 943, 9631, 2109, 2112, 9535, 41166, 13817]"
36,"[8193, 26520, 1640, 10606, 43004, 14652, 10990, 11687, 126148, 426, 289, 963, 488, 173, 9305, 11216, 766, 55207, 288, 2640]"
37,"[10329, 8984, 981, 804, 220, 475, 37247, 2619, 10774, 9273, 8012, 12665, 9598, 9603, 414, 8839, 8963, 8068, 1572, 1642]"
38,"[127373, 14435, 22894, 31156, 12201, 33245, 922, 23488, 638, 23169, 501, 22796, 692, 9426, 26149, 47692, 445, 452, 80767, 37534]"
39,"[9571, 31357, 5, 11010, 99040, 10634, 15730, 36834, 10531, 9472, 11382, 26391, 21450, 9300, 10445, 23210, 11446, 40751, 9806, 26748]"
40,"[1272, 11176, 7191, 2619, 6471, 298, 2567, 15144, 7551, 1817, 55, 4133, 12437, 16614, 2832, 2028, 9472, 591, 121986, 76025]"
41,"[10896, 5769, 9440, 10683, 14628, 24086, 88875, 14280, 29478, 16, 3902, 466, 10471, 13370, 28257, 45938, 4599, 38722, 31642, 9986]"
42,"[623, 3034, 11777, 935, 567, 1585, 11386, 279, 33, 639, 9281, 286217, 10590, 88005, 769, 756, 378, 583, 117, 510]"
43,"[194, 11448, 426, 62, 311, 829, 642, 9366, 20862, 10223, 1368, 3035, 10669, 1443, 1933, 600, 567, 11159, 1777, 687]"
44,"[10510, 408, 8839, 9603, 9631, 2293, 11017, 2109, 11381, 5825, 306, 18658, 11566, 558, 2502, 4951, 11237, 8080, 9032, 12777]"
45,"[3133, 275, 26748, 5156, 521, 777, 510, 947, 28, 1092, 525, 240, 9277, 343, 829, 212, 11202, 914, 571, 578]"
46,"[13475, 1491, 61791, 9536, 809, 387893, 274, 411, 954, 177572, 272, 562, 252, 85, 43595, 218, 137, 89, 329833, 18]"
47,"[9354, 11359, 117, 673, 236, 2502, 10588, 453, 1832, 8367, 9869, 539, 557, 8009, 152, 9390, 4232, 879, 1624, 330]"
48,"[14181, 7342, 19155, 132641, 10723, 101230, 284, 239, 260, 10765, 11216, 9277, 826, 12709, 118991, 18355, 45153, 8292, 29193, 12655]"
49,"[25010, 243, 10774, 17965, 28171, 36557, 20649, 19155, 10436, 14291, 12519, 52059, 132641, 19004, 101230, 599, 223, 10907, 1770, 9504]"
50,"[296, 106, 154, 5548, 863, 762, 1701, 8009, 1893, 861, 137, 98, 601, 745, 2756, 941, 603, 238, 330, 9354]"
51,"[9383, 12665, 2086, 680, 36955, 2124, 40724, 10895, 114, 1592, 10801, 43752, 12123, 6878, 12092, 10537, 2119, 744, 2756, 530]"
52,"[19913, 10741, 435, 9372, 60437, 892, 25768, 68, 679, 13667, 70160, 58574, 11400, 13365, 2062, 23383, 346, 12271, 13850, 192]"
53,"[15, 1585, 947, 453, 451, 687, 11010, 103, 1587, 424, 426, 567, 213, 239, 599, 62, 475, 702, 10608, 595]"
54,"[11860, 9087, 11448, 119431, 12437, 2064, 12280, 19176, 11566, 858, 10895, 408, 44129, 26486, 15566, 176, 872, 2769, 770, 381]"
55,"[10249, 2293, 11017, 2109, 1542, 4951, 564, 1924, 9032, 813, 8469, 772, 9401, 433, 8872, 9869, 9622, 11977, 11003, 11808]"
56,"[15171, 17281, 40206, 31102, 11114, 12335, 31220, 42861, 17917, 11158, 47908, 24951, 18417, 17352, 64963, 10206, 15655, 25166, 6644, 17889]"
57,"[10451, 10331, 4481, 1480, 10669, 476, 59820, 9576, 320, 17015, 36557, 2074, 649, 17447, 10954, 11318, 110, 9472, 12160, 1607]"
58,"[13697, 26578, 25010, 28569, 42232, 11830, 4584, 902, 687, 11448, 688, 11780, 18402, 11929, 397, 10525, 1024, 9587, 18183, 12651]"
59,"[10147, 9283, 42314, 11302, 10548, 10549, 9366, 68924, 501, 9440, 10849, 1091, 9502, 10669, 9684, 18785, 11826, 10193, 1535, 1999]"
60,"[1969, 60672, 1407, 9389, 5723, 149870, 9669, 49320, 68098, 15371, 31442, 14069, 10149, 76, 31217, 13, 10066, 152601, 2502, 695]"
61,"[9442, 14696, 15371, 14069, 24190, 140420, 9323, 19311, 11985, 900, 32574, 11302, 14793, 15764, 696, 895, 31304, 21334, 5769, 10849]"
62,"[8390, 212716, 7288, 767, 1573, 310, 378, 616, 7443, 2280, 2323, 850, 9665, 853, 2898, 492, 816, 13804, 83443, 27681]"
63,"[9066, 1653, 1645, 38955, 10765, 11778, 288, 9522, 9366, 9403, 308, 10176, 11335, 17809, 10013, 8224, 9460, 37135, 10342, 10974]"
64,"[510, 235, 524, 4584, 103, 77, 8973, 22625, 1909, 11318, 1542, 2502, 10502, 100, 695, 153, 2667, 24, 813, 9806]"
65,"[422, 2895, 42121, 15144, 940, 18169, 10776, 5143, 3086, 28288, 12220, 303, 20758, 5549, 198, 3080, 37853, 12092, 11787, 777]"
66,"[9749, 1654, 2034, 13685, 9571, 15876, 24559, 284, 4808, 10226, 173, 10548, 11455, 9277, 826, 168535, 74239, 17991, 10603, 10890]"
67,"[10451, 31174, 97406, 4482, 9102, 2086, 649, 32646, 13701, 108, 109, 31146, 12527, 32636, 15128, 10997, 2259, 10447, 10445, 10988]"
68,"[11336, 8224, 12596, 8914, 11120, 12220, 9481, 24226, 2069, 9532, 681, 118340, 6844, 227, 15143, 855, 9533, 27205, 1633, 11386]"
69,"[9091, 9536, 20927, 9623, 9302, 9058, 12280, 26391, 1245, 9826, 599, 21711, 11386, 10608, 982, 288, 625, 14301, 18080, 9870]"
70,"[9603, 8984, 10020, 238, 630, 10948, 597, 9487, 22, 33783, 8012, 1710, 10530, 11525, 10634, 103, 110972, 26564, 809, 2292]"
71,"[680, 18203, 29193, 524, 793, 9598, 807, 11448, 2107, 197, 2074, 940, 9071, 808, 10403, 10683, 11593, 4518, 290, 10223]"
72,"[1781, 613, 389, 4584, 9905, 695, 963, 11386, 1630, 18129, 311, 11202, 814, 1598, 147538, 9366, 13820, 927, 859, 242]"
73,"[18228, 527, 9409, 18299, 14136, 1600, 12723, 10489, 18169, 46889, 452, 9507, 11820, 5511, 10775, 1987, 10633, 1913, 321594, 64382]"
74,"[239, 702, 10774, 11777, 6280, 11450, 4916, 9593, 10872, 27307, 11876, 981, 872, 164, 804, 599, 223, 488, 11159, 11561]"
75,"[9502, 13475, 7453, 411, 455, 45317, 19185, 8973, 9382, 8321, 152601, 8699, 10447, 23742, 9360, 15037, 9314, 2275, 11618, 10342]"
76,"[8012, 9603, 16388, 522, 1024, 3036, 241, 12527, 2759, 12280, 2019, 9386, 9800, 319, 251, 6878, 8428, 18183, 712, 5544]"
77,"[76341, 25602, 7551, 13701, 18670, 1961, 2769, 12246, 12335, 546, 702, 11455, 212, 14301, 49026, 31374, 31378, 24402, 21736, 21168]"
78,"[26520, 10606, 43004, 1040, 14652, 126148, 55207, 229, 38695, 21589, 21641, 62676, 10239, 21200, 619, 169, 47302, 49929, 13482, 4484]"
79,"[40724, 43752, 13925, 15854, 8681, 83860, 5683, 43517, 296096, 13932, 13933, 159550, 13931, 13700, 200481, 7191, 10555, 5255, 10890, 217]"
80,"[10537, 2667, 755, 10474, 2293, 10149, 10451, 1024, 1587, 10427, 6075, 9571, 2259, 9516, 695, 23210, 24795, 11224, 272, 521]"
81,"[961, 42232, 76, 3515, 11939, 10427, 6, 1904, 4307, 20759, 4808, 31044, 22292, 198, 13562, 3085, 11302, 521, 14285, 288]"
82,"[38, 15144, 8973, 1934, 9326, 2788, 1542, 2502, 100, 11355, 695, 9451, 153, 509, 9032, 8866, 24, 813, 161, 9377]"
83,"[8438, 17709, 10874, 9836, 1775, 11546, 9382, 9587, 31642, 11511, 10907, 9401, 19186, 24913, 20735, 9387, 42807, 29193, 746, 34636]"
84,"[253941, 9434, 11003, 102382, 102651, 112205, 97020, 820, 225574, 9054, 61536, 65889, 108401, 547, 6116, 215373, 297, 32613, 9456, 10685]"
85,"[673, 2502, 10990, 1895, 9806, 2756, 2493, 28, 578, 2322, 9772, 8656, 117, 1542, 100, 813, 5548, 879, 1597, 107]"
86,"[22660, 145, 9344, 1538, 4307, 10779, 164, 6620, 260, 1770, 14285, 11645, 10835, 1480, 828, 982, 15143, 27214, 9819, 55936]"
87,"[3121, 47018, 50797, 10223, 24257, 7984, 1245, 11236, 9430, 10445, 23210, 9451, 104, 3573, 47907, 11054, 567, 289, 492, 9008]"
88,"[1164, 44214, 37799, 7345, 59436, 293660, 1607, 11446, 8424, 177572, 11159, 38904, 29193, 907, 16859, 11825, 10641, 1588, 2196, 1781]"
89,"[27118, 306, 8699, 36764, 11324, 163, 36439, 38985, 9502, 11508, 23483, 1379, 62719, 10294, 9679, 27452, 17654, 9398, 3933, 137113]"
90,"[243, 10858, 8012, 26564, 2293, 110, 14291, 289, 381, 11159, 10161, 539, 1578, 37247, 1480, 829, 13667, 33, 982, 642]"
91,"[99861, 947, 11778, 621, 380, 6471, 162, 1934, 6415, 11977, 102899, 103, 228150, 82654, 9323, 630, 1585, 118683, 12092, 402]"
92,"[935, 10474, 649, 673, 10531, 109, 9571, 2502, 21450, 1538, 26748, 567, 213, 15, 260, 11360, 7452, 18129, 829, 982]"
93,"[293660, 9283, 16771, 14836, 28288, 32574, 42314, 975, 10174, 15143, 14301, 31908, 11975, 34106, 887, 16614, 12596, 28145, 251516, 13368]"
94,"[140420, 12222, 135397, 62177, 49444, 76170, 122906, 13053, 9928, 4523, 168672, 39451, 18947, 11665, 11004, 39356, 8669, 1555, 88273, 2026]"
95,"[567, 426, 963, 346, 1995, 1576, 155, 2789, 10427, 9516, 11282, 1577, 1677, 213, 239, 770, 15, 223, 22292, 11159]"
96,"[678, 3035, 19483, 24481, 18228, 32847, 3780, 650, 22584, 136, 10436, 576, 4307, 17281, 2897, 1630, 679, 10835, 4485, 8744]"
97,"[953, 13370, 909, 804, 1712, 12614, 1725, 10633, 9029, 10340, 50348, 16520, 11779, 391, 10400, 4825, 5038, 13508, 12113, 2135]"
98,"[16314, 18885, 12689, 2284, 11363, 10765, 199, 82682, 17127, 8656, 11426, 10398, 286217, 9799, 269149, 20943, 147773, 1018, 22947, 79]"
99,"[32047, 11593, 116, 12280, 23210, 64382, 15143, 27191, 65203, 43278, 4011, 22527, 10683, 46889, 11893, 10002, 8130, 12151, 12596, 15660]"
100,"[630, 15171, 4011, 117, 2293, 2657, 1542, 78, 817, 850, 1832, 11287, 3034, 621, 10890, 525, 856, 2493, 9377, 10144]"
101,"[76341, 106646, 163, 953, 10191, 36668, 210577, 5915, 45269, 767, 13223, 7326, 24428, 101299, 12405, 68718, 49026, 120467, 12445, 157336]"
102,"[31442, 10379, 1398, 9819, 14908, 30202, 32015, 28978, 11163, 26813, 257, 11212, 5236, 9689, 38360, 15192, 43361, 47715, 12491, 833]"
103,"[837, 35196, 880, 10474, 20649, 10149, 10531, 13701, 11318, 14334, 116, 236, 34444, 8699, 23210, 11446, 10539, 922, 599, 11645]"
104,"[64688, 107985, 322, 21032, 34016, 2454, 123678, 41630, 48138, 49519, 48988, 11774, 44943, 9655, 10188, 109414, 2976, 18240, 9705, 350]"
105,"[338, 6620, 37512, 32085, 8220, 44497, 1665, 16148, 1387, 10393, 27362, 11347, 2616, 24420, 22784, 18079, 24150, 42254, 11323, 16194]"
106,"[10521, 9452, 9087, 11382, 16453, 27307, 14291, 33602, 921, 1578, 379, 11778, 11257, 2323, 70160, 14922, 184, 32302, 13650, 8741]"
107,"[4584, 9598, 568, 1572, 712, 1637, 36955, 37233, 5503, 788, 9800, 78, 251, 581, 268, 114, 426, 289, 62, 510]"
108,"[103, 77, 2657, 9806, 671, 500, 769, 539, 600, 1573, 621, 11003, 510, 433, 11224, 10545, 9487, 620, 380, 564]"
109,"[402, 10020, 9603, 11971, 858, 539, 78, 583, 510, 2118, 712, 235, 11450, 62, 500, 581, 306, 240, 11780, 568]"
110,"[1408, 5, 8512, 10428, 9271, 11041, 14522, 26203, 2502, 8291, 11282, 10830, 1585, 864, 10218, 539, 311, 8428, 639, 2322]"
111,"[11167, 24257, 26271, 10363, 124837, 13446, 30202, 10496, 33015, 41276, 16672, 8333, 10971, 1497, 29786, 8348, 15752, 39266, 9062, 301]"
112,"[9487, 745, 24, 585, 14, 630, 863, 489, 10858, 17015, 37557, 10144, 87, 4482, 20927, 2086, 15171, 11062, 103, 25461]"
113,"[862, 12110, 47475, 10990, 9327, 2925, 15602, 710, 4584, 9273, 807, 9740, 26441, 11359, 755, 6028, 11062, 10874, 4587, 11066]"
114,"[11074, 15121, 252, 10144, 2293, 11017, 12, 14275, 10377, 9798, 9487, 9447, 11382, 22, 10895, 9032, 10545, 11543, 585, 26748]"
115,"[11448, 686, 11860, 10858, 205, 11359, 15171, 2567, 19913, 7453, 11450, 2064, 10223, 8835, 11382, 9602, 152601, 1648, 17654, 1018]"
116,"[6977, 11635, 2832, 2293, 9062, 522, 2112, 411, 36685, 747, 11178, 426, 6957, 7326, 623, 279, 8009, 11031, 652, 154]"
117,"[44826, 1213, 11917, 22804, 451, 63, 9598, 9603, 1572, 11546, 2292, 8467, 241, 11450, 1587, 712, 854, 1637, 36955, 5503]"
118,"[25010, 18228, 23518, 650, 26564, 11777, 34152, 10427, 24257, 1245, 14291, 17600, 747, 16358, 2769, 17281, 18203, 42314, 9716, 14285]"
119,"[6964, 5723, 12527, 33245, 27854, 55146, 16780, 28597, 14736, 25364, 1985, 10873, 2623, 2575, 37257, 27593, 32961, 28940, 14817, 2771]"
120,"[13685, 11455, 655, 33667, 14347, 11933, 123056, 14742, 31342, 11037, 49519, 11379, 675, 10590, 5915, 11324, 6844, 10393, 70074, 16246]"
121,"[11306, 330, 2649, 9691, 47018, 755, 649, 15730, 8193, 79593, 6071, 87078, 46797, 12122, 12160, 11667, 1640, 16771, 6075, 32644]"
122,"[47018, 13697, 16771, 34444, 15765, 9300, 10467, 9531, 11498, 15764, 26561, 38251, 10322, 10806, 17589, 26564, 8293, 32636, 52856, 1633]"
123,"[11381, 37530, 15602, 687, 139405, 13997, 16617, 8587, 9024, 329, 27307, 280, 1592, 9304, 9802, 9294, 10478, 9591, 601, 769]"
124,"[36685, 577, 9549, 756, 927, 10803, 9663, 595, 408, 9008, 157, 8078, 330, 947, 5175, 97, 15121, 8077, 10386, 9354]"
125,"[422, 582, 10660, 12280, 10427, 436, 26271, 67, 54405, 46838, 1480, 15143, 653, 4942, 9444, 10668, 14662, 805, 110414, 10683]"
126,"[673, 296, 1895, 9377, 5548, 786, 1726, 754, 180, 168, 2756, 330, 161, 762, 861, 8009, 98, 1893, 18, 809]"
127,"[12110, 43742, 2657, 10660, 15128, 16297, 9099, 11237, 8080, 12777, 2925, 9377, 1585, 2005, 8872, 11287, 621, 795, 10355, 392]"
128,"[12280, 10449, 10440, 10681, 47951, 10128, 6479, 12110, 9263, 9102, 11929, 161495, 12527, 11011, 15128, 11231, 40724, 395, 36912, 11208]"
129,"[103, 78, 275, 289, 62, 500, 601, 510, 595, 348, 539, 240, 12498, 686, 2118, 9427, 380, 10377, 1934, 629]"
130,"[4485, 33667, 983, 8321, 10427, 23114, 1554, 10404, 10644, 37550, 26618, 11532, 11881, 37305, 11779, 22213, 9609, 11570, 36652, 85689]"
131,"[1572, 6950, 3121, 47018, 16388, 414, 9804, 10451, 13701, 18183, 11593, 39310, 241, 11395, 46797, 8981, 11382, 10731, 9350, 24257]"
132,"[9323, 9452, 16859, 45225, 24739, 31606, 11684, 9697, 12487, 823, 13855, 14069, 7873, 140420, 50797, 12527, 48395, 3515, 11382, 10066]"
133,"[7978, 29427, 20829, 18203, 11302, 8816, 34106, 10849, 11562, 192936, 13483, 152742, 16617, 49519, 1267, 13413, 22051, 9750, 13253, 1958]"
134,"[9667, 25562, 12138, 2135, 102899, 19185, 110972, 14069, 59930, 8247, 1712, 22972, 7452, 17949, 9314, 1580, 19426, 11374, 8960, 141489]"
135,"[2292, 278, 9905, 695, 275, 272, 583, 185, 600, 694, 7340, 184, 115, 1878, 73, 100, 2667, 14, 550, 1359]"
136,"[1844, 1491, 6479, 855, 869, 4951, 2668, 9705, 1262, 9675, 9679, 2293, 11017, 23333, 15876, 38251, 2928, 31995, 33194, 21]"
137,"[296, 10464, 11934, 9593, 4174, 521, 11386, 1092, 696, 1480, 8428, 17692, 18519, 26180, 12311, 4488, 24808, 10489, 396, 805]"
138,"[7191, 20453, 260, 14301, 834, 3082, 10774, 559, 10189, 298, 55, 1548, 93456, 6615, 2832, 7270, 39514, 1018, 632, 8065]"
139,"[10474, 1653, 9787, 6620, 9927, 212, 8398, 9422, 11779, 9286, 10400, 35555, 103731, 1089, 59, 9358, 205, 12877, 23963, 10202]"
140,"[15602, 76341, 11860, 140607, 9091, 524, 8012, 49133, 9536, 20927, 9623, 9101, 9302, 152601, 2320, 44264, 275, 36355, 9304, 935]"
141,"[235, 451, 103, 15789, 567, 289, 630, 1585, 510, 769, 600, 9665, 829, 639, 9281, 942, 13466, 8584, 9816, 11371]"
142,"[11224, 10144, 872, 1725, 621, 11113, 6620, 177, 2028, 651, 786, 770, 1538, 8080, 12777, 22660, 10776, 10386, 1883, 18041]"
143,"[220, 76341, 7551, 7453, 8699, 23210, 11208, 1247, 747, 3989, 4553, 176, 1259, 68718, 921, 909, 31044, 8356, 2897, 18203]"
144,"[117, 9798, 296, 153, 1895, 813, 9806, 9377, 28, 9869, 235, 756, 2322, 1701, 1551, 679, 2293, 1573, 769, 861]"
145,"[9078, 95, 4584, 9691, 577, 87, 33542, 10428, 36658, 18402, 22625, 1909, 2109, 9061, 6071, 2657, 12106, 10464, 888, 1885]"
146,"[11224, 12651, 11153, 10393, 17159, 9942, 1817, 7270, 11017, 37136, 433, 903, 470, 287, 5693, 11393, 11778, 10895, 279, 11176]"
147,"[15, 110414, 12405, 44214, 9087, 8012, 11448, 16391, 414, 628, 2164, 116, 8321, 594, 11382, 152601, 6075, 80, 695, 14836]"
148,"[1124, 1677, 17281, 2897, 422, 68924, 15171, 46889, 9882, 802, 2665, 9684, 593, 18228, 962, 10763, 42797, 4958, 12509, 21355]"
149,"[76025, 31642, 6, 23601, 896, 52059, 36266, 3515, 60994, 8052, 22267, 42739, 2841, 97370, 9792, 17771, 170767, 65075, 308369, 17612]"
150,"[10138, 137113, 210577, 118340, 44264, 264660, 106646, 44115, 45612, 44214, 4771, 45269, 2252, 9549, 308, 746, 13820, 11532, 622, 1985]"
151,"[637, 603, 745, 762, 240, 117, 808, 8195, 12, 13701, 73, 1934, 22, 100, 31503, 153, 104, 620, 24, 813]"
152,"[24559, 922, 10226, 653, 17991, 10683, 1090, 11190, 10728, 10972, 34544, 15050, 88005, 24488, 18984, 293660, 10357, 11532, 10223, 55931]"
153,"[10530, 13701, 17961, 10612, 954, 220, 10218, 744, 703, 330, 617, 1878, 17661, 9325, 9489, 5548, 863, 71, 4543, 8844]"
154,"[11010, 13685, 103, 1572, 79593, 2292, 522, 11318, 40156, 11450, 2164, 11381, 11382, 12280, 9739, 37233, 1634, 9800, 713, 9479]"
155,"[9654, 1024, 11318, 10162, 14291, 509, 10681, 2503, 288, 27205, 1422, 859, 155, 153, 73, 15121, 903, 539, 11176, 770]"
156,"[9603, 16388, 680, 11450, 679, 196, 10144, 87, 8130, 104, 2005, 287, 801, 840, 37136, 4327, 9741, 862, 9087, 524]"
157,"[613, 10596, 13944, 49017, 2309, 8090, 11318, 11446, 9066, 8676, 10762, 38745, 23023, 9992, 23047, 5558, 168705, 12101, 9314, 11199]"
158,"[33511, 1599, 10179, 12703, 1548, 9428, 16471, 10707, 6615, 47018, 110972, 8512, 32646, 12651, 46797, 11566, 9479, 319, 627, 68718]"
159,"[13685, 14291, 804, 260, 12102, 466, 9475, 1859, 9504, 3086, 3529, 6620, 521, 10161, 1389, 967, 10549, 907, 8512, 1091]"
160,"[9294, 66, 11601, 59820, 1883, 9091, 9312, 9536, 9623, 10534, 11062, 16771, 57834, 16453, 9024, 4916, 26408, 10684, 8840, 10539]"
161,"[17015, 12160, 2502, 164, 10705, 2619, 117, 9647, 11087, 9869, 7443, 296, 8009, 5548, 10684, 10990, 6068, 20927, 10122, 453]"
162,"[8195, 8467, 623, 207, 2619, 9740, 87, 77, 117, 881, 2292, 8984, 10377, 11, 11318, 10510, 2657, 680, 40156, 11450]"
163,"[963, 15, 1578, 311, 696, 11778, 625, 9366, 859, 1779, 1654, 651, 595, 703, 426, 539, 829, 389, 567, 213]"
164,"[21711, 11562, 13685, 4808, 1712, 260, 261, 11645, 3090, 212, 16633, 55306, 11426, 654, 12626, 1955, 11963, 16642, 1879, 17654]"
165,"[9071, 653, 17204, 10155, 31995, 15560, 69716, 10650, 228, 11791, 17187, 12139, 14633, 10632, 18721, 1403, 80, 2486, 34544, 527]"
166,"[6520, 1607, 7984, 3989, 963, 11386, 10705, 11202, 625, 2112, 11353, 9289, 2291, 11072, 10876, 1018, 8051, 598, 11635, 3176]"
167,"[10110, 10882, 9314, 15171, 11219, 431, 24070, 95963, 22317, 1946, 10895, 114, 19483, 10112, 25087, 332, 9306, 426, 213, 289]"
168,"[914, 793, 3078, 284, 260, 475, 221, 702, 892, 1092, 766, 1578, 387, 9277, 343, 11202, 910, 10882, 15171, 845]"
169,"[9738, 10195, 13042, 18501, 14161, 6844, 140420, 13455, 8390, 82654, 13644, 18701, 8204, 13949, 2288, 16605, 9291, 177572, 7985, 264660]"
170,"[10220, 8195, 72031, 6, 9086, 51863, 24019, 4233, 11702, 47881, 10909, 8831, 178, 10447, 7007, 10467, 9531, 11955, 11134, 1598]"
171,"[703, 111, 9348, 2788, 9571, 558, 9675, 872, 164, 963, 10835, 1578, 696, 8009, 11031, 3179, 638, 9452, 11814, 845]"
172,"[11511, 9095, 35976, 34636, 77, 12088, 39310, 31146, 11825, 1934, 111794, 1542, 31642, 100, 153, 41784, 51242, 19042, 2300, 43634]"
173,"[10525, 10882, 1710, 103, 22625, 8986, 9905, 1587, 10660, 2758, 46094, 9024, 1634, 695, 41590, 935, 9303, 164, 11076, 1770]"
174,"[756, 31357, 9325, 10340, 12230, 10693, 11704, 11522, 4011, 2292, 1909, 2064, 10303, 8587, 9489, 9571, 329, 1641, 4951, 812]"
175,"[10234, 8981, 32562, 11184, 12104, 9913, 4415, 12102, 24525, 11498, 1985, 77332, 10867, 12509, 13403, 18734, 398, 5279, 13600, 1391]"
