userId,movieId,rating,timestamp,label
664,7143,3.0,1393890627,5
461,44,0.5,1090908838,0
150,1061,3.0,1114306312,5
430,33794,5.0,1172908493,9
624,102720,2.5,1405112286,4
547,39414,4.0,1200089517,7
203,3617,4.0,1226321092,7
22,1097,2.5,1131723086,4
480,736,4.5,1272668493,8
212,2145,3.0,1218398900,5
564,1088,2.0,974844186,3
647,2336,5.0,947292957,9
629,24,1.0,841414132,1
77,165,2.5,1163082488,4
363,709,2.0,942344812,3
78,150,3.5,1327289203,6
617,1345,4.0,944893176,7
159,7143,3.0,1183519269,5
199,2410,4.0,1214653058,7
433,5445,3.5,1417929832,6
345,8949,4.5,1109289594,8
486,1080,5.0,1464121090,9
298,7099,5.0,1447366174,9
472,1953,5.0,939003984,9
311,5943,4.0,1076969614,7
550,1704,5.0,943373825,9
547,4306,3.0,1072634099,5
376,3980,3.0,1005529235,5
328,2918,3.5,1147996743,6
150,19,3.0,1114305732,5
587,1625,4.0,1111086012,7
149,1230,3.0,1436921940,5
472,3993,3.0,979539865,5
605,428,3.0,980175720,5
63,1356,5.0,1076324056,9
258,3529,5.0,955313446,9
519,6669,5.0,1474422697,9
200,94015,4.5,1437933239,8
518,912,3.0,945362586,5
73,45183,3.0,1427170230,5
99,3996,4.0,982280581,7
304,4979,4.5,1352656170,8
441,4967,3.0,1048091627,5
671,2011,3.5,1063500873,6
380,7317,3.5,1086806729,6
453,3354,3.0,994622099,5
587,1704,3.5,1111348954,6
67,280,5.0,854714471,9
168,420,1.0,848866720,1
608,2300,4.0,939360997,7
596,300,3.5,1138729358,6
664,2502,4.0,1343746552,7
582,2572,4.5,1122170253,8
189,2290,2.0,968095015,3
591,2321,3.5,1112415549,6
380,8810,3.0,1129523104,5
299,7044,4.5,1344180581,8
480,58803,4.5,1272671473,8
466,1378,3.0,945836657,5
271,1291,3.0,1107785259,5
471,7153,5.0,1239657177,9
519,4571,4.5,1469927116,8
641,231,5.0,834636276,9
48,60684,3.5,1322167566,6
128,60,3.0,1049690251,5
270,80241,3.5,1469278482,6
624,7137,4.0,1157300800,7
303,2657,4.5,1299489779,8
526,88744,4.0,1428640857,7
350,3481,5.0,1009820705,9
570,84392,4.0,1475806215,7
568,161,4.0,835002275,7
564,2297,2.0,974843206,3
92,332,3.0,848526061,5
378,90376,4.0,1443292569,7
564,1895,2.0,974833642,3
366,2739,1.0,1306282635,1
73,2901,3.5,1456038664,6
282,1240,3.0,1111494532,5
514,34,4.0,853894009,7
358,1353,1.0,957479762,1
250,7293,4.5,1469807350,8
73,1393,4.0,1255596358,7
514,1179,4.0,853894282,7
102,506,3.0,957894532,5
48,2167,3.5,1322170785,6
665,5479,2.0,1046967641,3
234,7826,5.0,1213850449,9
380,1391,1.0,949368459,1
15,112,2.5,1093070156,4
575,515,5.0,1012605299,9
524,3793,3.0,1256287705,5
580,762,1.0,1167161140,1
15,6783,2.0,1082220258,3
95,4670,4.0,1019023540,7
232,3451,1.0,955090720,1
514,1231,4.0,853894217,7
605,3763,3.0,980177120,5
619,256,3.0,831923897,5
388,1247,5.0,978158997,9
509,3037,4.0,942930297,7
22,2953,1.0,1131664687,1
615,48780,5.0,1454874107,9
525,1127,5.0,1024929806,9
452,608,5.0,976423675,9
509,3979,1.0,978757978,1
587,1206,4.0,1111102635,7
405,7832,4.0,1097697979,7
624,7372,3.0,1082793500,5
262,68157,2.5,1433899093,4
452,2166,3.0,976426047,5
60,27773,4.5,1125829180,8
664,6378,3.5,1441100827,6
4,2194,5.0,949918764,9
384,50147,2.0,1200260337,3
587,1354,4.0,1111368105,7
595,1358,4.0,965077067,7
654,5502,4.5,1145392908,8
285,2194,4.0,965542583,7
356,799,3.5,1168393731,6
361,1,3.0,864050973,5
301,66665,5.0,1245880881,9
236,2131,4.0,1109969831,7
247,487,4.0,953361410,7
326,933,4.0,966009788,7
292,2161,3.5,1140049620,6
664,69306,3.0,1393891413,5
223,1393,5.0,856532572,9
41,1719,4.0,1093889432,7
500,1219,1.0,1228946269,1
584,4699,4.0,1271760982,7
312,339,2.0,959934123,3
654,2993,3.5,1145394085,6
160,3591,4.0,974257475,7
615,480,4.0,1425504991,7
423,3275,1.5,1353691363,2
199,7048,4.0,1317209176,7
213,59369,4.0,1462634180,7
590,22,3.0,848677877,5
88,1307,4.0,1239764516,7
554,2324,4.0,1012753566,7
430,3,1.5,1111488810,2
4,903,5.0,949919189,9
30,4122,4.0,1039066670,7
272,110553,4.0,1453588128,7
367,555,3.5,1128631203,6
587,527,5.0,1111336613,9
380,8636,4.0,1089389819,7
292,4995,4.0,1161558010,7
192,160,3.0,843633946,5
522,99114,4.0,1391347713,7
547,3255,3.0,986695368,5
550,3101,4.0,943374909,7
86,481,3.0,848159932,5
220,3147,4.0,970500175,7
143,34437,3.0,1149650183,5
473,316,0.5,1425645578,0
605,3460,3.0,980194978,5
76,44694,4.5,1194384512,8
350,3996,3.0,1027356492,5
433,54997,3.5,1417930369,6
358,1479,1.0,957479703,1
324,6957,3.5,1451524184,6
77,541,2.0,1163013198,3
120,1954,5.0,1167420301,9
111,11,4.0,1097432404,7
17,2692,4.5,1127469870,8
463,1984,1.0,1051712828,1
615,64957,3.0,1454873874,5
593,1104,3.0,844753453,5
23,1682,5.0,1148670981,9
111,4308,4.0,1098374167,7
564,2781,3.0,974709519,5
2,52,3.0,835356031,5
624,4361,3.0,1019127202,5
42,349,4.0,1473258352,7
457,912,4.0,1471383402,7
52,5992,5.0,1231769951,9
665,1188,3.0,995232487,5
468,3717,1.0,1296196981,1
245,858,5.0,1011318713,9
86,475,4.0,848159706,7
302,165,3.0,843720570,5
159,3019,4.0,1183518568,7
418,4254,3.5,1142087561,6
7,671,4.0,851866806,7
624,100326,2.5,1401914096,4
73,1994,4.0,1464751442,7
195,3987,3.0,978700170,5
119,1689,3.0,952583747,5
521,2959,4.0,1370072723,7
339,1196,3.0,1446663109,5
473,2959,5.0,1425645497,9
658,1339,4.0,941489405,7
585,2291,4.0,975361460,7
660,3751,3.0,1436680709,5
468,1732,4.0,1296192205,7
580,735,3.0,1165292010,5
472,3363,4.0,1017535173,7
648,72386,4.0,1266704148,7
624,110127,2.0,1425142320,3
218,2804,4.5,1163106815,8
624,4351,1.0,1160936767,1
283,2357,5.0,1115175301,9
270,149354,3.5,1469278251,6
575,4610,3.0,1012595600,5
275,344,4.5,1386885314,8
591,783,4.0,1112415569,7
134,1580,4.5,1361245709,8
86,314,3.0,848161182,5
660,108932,4.5,1436681176,8
452,1466,3.0,976419946,5
608,3083,5.0,958825542,9
461,1921,3.0,1091959627,5
502,1089,5.0,861322481,9
212,3535,4.0,1218955407,7
658,1721,5.0,941488823,9
365,33794,3.5,1359307188,6
463,3256,3.0,1051643331,5
452,1027,3.0,976420639,5
509,3189,4.0,1037842728,7
468,7195,3.5,1296199236,6
262,5225,3.0,1433899976,5
15,134130,3.5,1458505912,6
475,8641,3.0,1447072563,5
263,908,3.0,1117842422,5
519,106916,3.0,1469182006,5
480,73211,4.0,1272667930,7
386,25,4.0,1047028123,7
385,410,3.0,836679129,5
152,1263,3.5,1335900563,6
21,1217,5.0,853851024,9
564,3250,3.0,974714239,5
56,2248,4.0,1467007881,7
559,1250,5.0,883676958,9
342,1185,4.0,945123519,7
212,2683,2.5,1218403960,4
4,1580,5.0,949919978,9
283,780,2.5,1114997972,4
268,39,3.5,1314894403,6
390,1042,4.0,867073940,7
147,527,4.5,1405202775,8
408,2019,5.0,933031820,9
584,51927,3.0,1273565176,5
222,1938,3.0,960920116,5
102,3484,1.0,957893428,1
311,952,2.0,897923416,3
523,1196,5.0,1202234765,9
564,2411,1.0,974839453,1
550,2391,4.0,942669674,7
505,2671,3.0,1340414079,5
15,2916,4.0,997938466,7
628,32,3.5,1357725317,6
507,1210,5.0,862091545,9
77,7841,4.0,1163346052,7
580,1193,4.0,1155484788,7
481,109374,3.5,1437001369,6
23,41571,2.5,1148728902,4
262,44761,2.0,1433945027,3
328,3508,3.5,1147996351,6
73,8972,3.0,1256019079,5
268,586,5.0,1314894395,9
385,6,5.0,836679569,9
73,4255,0.5,1255592082,0
358,1304,5.0,957481722,9
182,2,5.0,845744191,9
298,73017,5.0,1447365955,9
187,231,3.5,1228072708,6
615,69757,4.5,1454913573,8
480,1968,4.0,1272666894,7
461,367,3.0,1090907400,5
378,33794,0.5,1443625500,0
400,590,4.0,840205051,7
32,349,5.0,834828084,9
34,3418,3.0,973748196,5
313,1544,3.5,1105355253,6
407,40819,4.0,1143832454,7
479,2791,4.0,1409093728,7
518,1608,4.0,945367833,7
427,68157,4.0,1262228528,7
596,3986,2.5,1138658932,4
452,3114,3.0,1133735286,5
655,7153,5.0,1470070641,9
380,5816,3.0,1069525444,5
641,592,3.0,834636219,5
480,5445,4.0,1272666682,7
422,1060,4.0,980859698,7
547,68536,4.0,1242514129,7
212,3897,4.5,1218403179,8
520,2028,4.0,1143504852,7
165,485,3.5,1111482300,6
195,3717,1.0,977724346,1
534,2806,3.0,973440592,5
15,1264,3.0,997938162,5
662,508,4.0,839022638,7
15,2105,4.0,1052896867,7
479,150,5.0,1409005120,9
15,3128,4.0,997938931,7
212,58154,4.0,1218401204,7
309,2762,4.0,1114567134,7
400,356,4.0,840205154,7
500,46976,3.0,1228946385,5
323,832,4.0,1150487464,7
505,30812,4.5,1340407370,8
561,733,4.0,1172695602,7
48,46976,3.0,1415388297,5
654,434,4.0,1145391885,7
657,608,4.0,841960954,7
54,2471,2.5,1352832722,4
547,4447,2.0,1030719427,3
639,350,3.0,832764136,5
346,2143,3.0,1044652201,5
636,102,3.0,855227385,5
624,95583,2.5,1383479112,4
425,7263,4.5,1112383811,8
564,161,4.0,974714878,7
564,745,4.0,974790351,7
585,5060,5.0,975362294,9
599,62912,4.5,1344134903,8
565,480,4.0,954601950,7
130,3527,4.0,1138999865,7
508,508,5.0,844376344,9
38,7063,4.5,1389724072,8
664,5618,4.5,1362421776,8
213,45732,2.0,1462640089,3
461,1590,2.0,1090908567,3
6,3300,3.5,1109258250,6
591,2918,4.5,1112415803,8
245,2329,5.0,1011238631,9
175,3350,4.0,1052836024,7
575,2150,4.0,1012596332,7
561,5378,3.0,1172695290,5
306,1259,4.0,939760759,7
463,1285,4.0,1049924814,7
577,596,4.0,1111474825,7
215,1221,4.0,860561181,7
193,3114,3.0,971215982,5
543,1073,3.0,866931510,5
367,1518,3.5,1128631080,6
570,98809,4.0,1475783796,7
624,90890,2.0,1358614782,3
434,1230,5.0,886375828,9
558,3741,4.0,965485415,7
78,8972,3.5,1344530371,6
530,1676,1.0,882388522,1
426,48516,3.5,1321896493,6
253,1196,4.0,1215832718,7
95,1917,3.0,1016317074,5
89,33794,5.0,1257620448,9
452,6873,3.5,1151811495,6
111,4776,2.0,1098374142,3
339,2268,4.5,1446663538,8
452,6678,2.0,1077115366,3
248,110,5.0,1031528748,9
556,329,5.0,842019723,9
380,59037,2.0,1423240471,3
196,3536,5.0,958511738,9
510,1689,3.0,950420944,5
564,2759,5.0,974712016,9
608,1594,4.0,939362228,7
584,44665,5.0,1271764023,9
388,6,5.0,946520615,9
355,4973,4.5,1130105240,8
15,1485,3.0,1093070397,5
283,1101,0.5,1114524497,0
607,2139,3.5,1144791100,6
281,589,4.5,1113685184,8
463,2134,3.0,1051712099,5
296,4018,4.0,1298158655,7
460,2571,4.0,1072836875,7
587,5418,4.0,1111796383,7
264,1674,5.0,995664905,9
385,185,3.0,836679099,5
608,3008,5.0,958825809,9
433,6016,5.0,1417929962,9
509,3717,2.0,1037843480,3
77,1721,2.0,1163252930,3
15,27020,2.5,1240203954,4
73,1194,4.0,1255503156,7
224,52,4.0,828213150,7
455,673,2.5,1110395285,4
423,2134,3.0,1353700975,5
311,1231,3.0,898008246,5
443,2571,4.5,1427775185,8
177,1488,2.0,907381064,3
468,4191,3.0,1296190345,5
200,2571,5.0,1437932708,9
621,2003,2.0,1116476038,3
83,151,0.5,1156205069,0
472,783,2.0,939004706,3
595,1641,4.0,965077878,7
287,484,3.5,1470168942,6
405,5446,5.0,1097696302,9
200,78637,3.5,1457720880,6
238,6942,2.5,1459365532,4
36,50,4.0,847056901,7
519,44195,3.0,1469181973,5
372,1537,4.0,958004047,7
624,85022,3.0,1339331562,5
387,3735,4.0,974791338,7
558,1203,5.0,965433965,9
57,1674,5.0,907764723,9
265,1208,4.0,960060687,7
380,87298,3.5,1325868326,6
299,74789,1.5,1344187169,2
344,185,3.0,850725460,5
151,32,5.0,847296863,9
353,32019,3.5,1127049249,6
531,1580,3.0,1243509954,5
77,780,3.5,1163005369,6
128,3824,2.0,1049684260,3
547,6977,3.5,1071596142,6
405,1784,5.0,1097698333,9
105,6218,3.5,1088058706,6
118,1371,3.0,951009005,5
22,3253,1.5,1131662194,2
244,7360,4.5,1448176042,8
277,8644,4.0,1463684224,7
602,501,3.0,842357428,5
350,2404,4.0,1026761689,7
149,593,3.0,1436919666,5
652,55451,5.0,1439493339,9
547,26178,4.5,1142843082,8
285,1214,2.0,965089335,3
294,270,4.0,1119924471,7
452,7060,3.0,1077114533,5
534,2906,2.0,973375597,3
220,3897,4.0,971276977,7
624,103772,2.5,1409428197,4
562,553,4.0,1167429112,7
620,68954,4.5,1455532026,8
73,514,3.5,1470720182,6
21,1250,4.0,853850728,7
559,1234,5.0,903143360,9
380,83613,2.5,1325191249,4
493,597,4.0,954685352,7
498,520,3.0,1166906977,5
528,2580,3.5,1141606950,6
442,8641,4.5,1227918468,8
15,140110,2.5,1465956541,4
564,2262,4.0,974837128,7
596,110,4.0,1138660509,7
439,5810,4.0,1041112924,7
57,1953,5.0,907766060,9
461,2706,2.5,1091958709,4
511,235,3.0,829352433,5
602,188,2.0,842358394,3
596,2023,4.0,1138659371,7
471,1616,3.5,1251742975,6
585,3307,5.0,975362104,9
93,910,3.5,1304729500,6
468,2617,2.5,1296196115,4
18,780,3.0,856006885,5
664,80489,4.5,1343835489,8
294,2045,3.0,1054069631,5
480,31410,3.5,1272671900,6
598,2080,4.0,1008571210,7
520,6377,3.5,1142028477,6
553,91658,3.0,1423010080,5
547,3088,5.0,974777753,9
552,616,4.0,843323230,7
390,3,5.0,867072842,9
463,168,3.0,1050499923,5
311,2273,3.0,908377846,5
30,6440,4.0,1055797723,7
73,79057,3.5,1337594376,6
624,81949,3.0,1314564596,5
352,7099,4.5,1420521839,8
615,30707,4.0,1455473516,7
665,2000,3.0,993179525,5
457,2395,3.0,1471384669,5
380,3156,2.0,984417990,3
95,1994,4.0,1019022970,7
242,165,4.0,956684962,7
299,73531,4.0,1344179916,7
41,2877,4.0,1093888474,7
452,5900,1.0,1044681351,1
518,2174,4.0,945362455,7
610,56782,5.0,1349428068,9
468,58559,3.0,1296196470,5
472,290,4.0,970518370,7
56,33660,4.0,1467003331,7
509,3467,4.0,1037843617,7
232,1224,5.0,955085423,9
77,3977,3.0,1163125809,5
547,91582,2.5,1323494283,4
621,4085,4.5,1116477302,8
199,58559,4.5,1219627288,8
273,1240,3.5,1466945585,6
85,277,2.0,837512482,3
624,85774,4.5,1338824711,8
344,1094,3.0,850727574,5
105,4002,3.5,1100532157,6
320,3578,3.5,1460751890,6
547,968,4.0,1022959171,7
297,111,3.5,1318704981,6
607,8984,3.5,1148588062,6
468,110,3.0,1296195515,5
607,31,3.5,1118248028,6
275,69844,5.0,1353286742,9
471,1954,4.5,1239658937,8
311,616,2.0,897490029,3
561,5617,2.5,1172696248,4
102,1240,4.0,956598942,7
213,4676,2.5,1462644085,4
131,1176,4.0,992234666,7
659,1233,4.0,860395362,7
622,2762,5.0,1424225107,9
321,2302,3.0,939420777,5
525,2253,3.0,1024929488,5
412,3969,5.0,993086515,9
137,1017,4.0,946411646,7
177,349,4.0,907380710,7
380,4638,2.0,1038621952,3
397,2989,4.0,1268904333,7
254,350,3.0,845159201,5
306,2520,4.0,939901214,7
580,2352,4.0,1167161729,7
262,6063,4.0,1434028236,7
371,30707,4.5,1462746497,8
587,1302,4.5,1111799374,8
213,442,3.0,1462634613,5
213,1911,2.0,1462639119,3
251,81845,5.0,1476550886,9
664,54286,3.5,1365264866,6
586,260,3.0,1214234111,5
73,2951,4.0,1470729030,7
384,880,1.5,1153866059,2
627,33166,5.0,1201378921,9
509,893,4.0,939342040,7
624,3107,4.0,1019138711,7
442,2,4.0,1227969149,7
111,541,3.5,1097430881,6
230,2858,5.0,1424846896,9
294,1593,3.0,1047072654,5
15,1244,5.0,997938151,9
452,3735,4.0,1002940225,7
21,316,3.0,853847574,5
81,3578,3.5,1307173783,6
493,2288,3.0,954684592,5
61,586,3.0,1216050910,5
463,1892,3.0,1051643331,5
558,3363,5.0,965485747,9
175,5577,4.0,1052883446,7
654,6281,4.5,1145389639,8
518,788,4.0,945362022,7
95,5349,4.0,1025556297,7
122,529,4.0,832773302,7
564,3869,4.0,974837018,7
469,1345,5.0,1282471403,9
175,3565,3.0,1052883579,5
111,5991,3.5,1097429453,6
599,3225,4.0,1329893565,7
553,2571,3.5,1423009795,6
468,5956,2.5,1296197463,4
195,3147,3.0,977754632,5
345,6331,3.5,1109289700,6
61,2716,3.0,1216050558,5
118,3789,4.0,964408994,7
432,780,5.0,1271227591,9
398,1374,3.0,978407285,5
59,2617,4.0,1144756157,7
15,122890,3.0,1466051442,5
547,2023,2.0,1010571657,3
604,3552,3.0,1277532620,5
479,69481,4.5,1410192503,8
475,4720,2.5,1447255370,4
564,2986,2.0,974839620,3
624,3821,3.0,1041155796,5
536,246,5.0,829471720,9
122,208,1.0,832773092,1
580,6874,3.5,1155617217,6
353,4826,3.0,1137410897,5
287,103042,4.0,1469161838,7
268,2355,3.5,1314894811,6
564,561,3.0,974712445,5
624,3208,3.0,1019124750,5
615,1270,3.5,1425505003,6
580,1569,2.0,1167160045,3
38,6107,5.0,1389772624,9
605,1639,2.0,980175931,3
250,1270,4.5,1469700556,8
417,8827,4.5,1112587215,8
480,8368,5.0,1272764407,9
61,55566,4.0,1216051650,7
614,994,5.0,1010620111,9
30,209,2.0,945277654,3
38,4995,4.5,1416075239,8
648,1884,4.5,1280014860,8
292,1513,2.5,1140050713,4
475,106918,4.0,1447255730,7
242,440,5.0,956682934,9
664,2571,4.5,1343731717,8
217,4002,4.5,1108160799,8
285,1591,4.0,965091689,7
213,364,2.5,1462637652,4
442,1587,1.0,1227917194,1
130,6333,4.0,1138997801,7
475,85022,1.5,1447256001,2
431,3071,4.5,1165546582,8
522,59014,2.0,1391352001,3
310,246,3.5,1414188068,6
47,344,3.0,832228859,5
292,2858,5.0,1140051101,9
547,1693,4.0,1386245353,7
551,316,4.0,843274034,7
598,4886,4.0,1008571151,7
380,46976,4.0,1176911740,7
407,1449,5.0,962647202,9
665,3484,3.0,1010198252,5
592,1954,4.0,995419975,7
56,60950,4.0,1467005747,7
384,3948,4.0,1153326259,7
384,61323,3.0,1223841553,5
586,4995,5.0,1214234192,9
614,4212,4.0,1010620127,7
69,2987,4.5,1366831713,8
344,1203,4.0,850727633,7
480,1923,5.0,1272668605,9
89,3254,4.0,1257610494,7
306,3684,3.0,959197101,5
48,86721,3.0,1368499410,5
547,4912,4.5,1199391512,8
19,25,3.0,855190091,5
457,4040,2.0,1471386590,3
553,55820,4.5,1423011632,8
61,53121,3.0,1216487179,5
582,2054,1.0,1122167252,1
54,2991,3.5,1352835678,6
585,2108,4.0,975363505,7
418,47,3.5,1132178233,6
213,88380,3.5,1462644086,6
547,920,5.0,974810010,9
476,3623,4.0,971879378,7
564,2367,5.0,974709177,9
273,110102,4.5,1466945287,8
328,356,3.0,1148005830,5
134,1261,3.5,1361245133,6
596,3275,4.0,1138660355,7
187,8622,4.0,1230360598,7
452,2806,1.0,976423277,1
239,3175,4.0,991858341,7
622,593,4.0,1424225062,7
453,552,3.0,994622360,5
328,40815,4.0,1147996915,7
396,185,3.0,834998311,5
251,91485,4.0,1476550703,7
102,948,5.0,957894084,9
588,231,3.0,842298082,5
659,14,4.0,837271765,7
488,778,4.5,1308944251,8
172,539,3.0,843290844,5
222,3732,4.0,960920364,7
580,2018,3.5,1165291121,6
538,208,3.0,831835696,5
68,590,3.5,1194741795,6
165,2699,3.0,1111479011,5
275,81932,4.5,1326920375,8
564,2059,1.0,974839862,1
412,1569,4.0,993086407,7
431,30812,5.0,1165548464,9
646,231,4.0,953450678,7
195,3169,2.0,977755525,3
15,2692,3.0,997938151,5
273,109487,3.5,1466945404,6
468,6297,2.0,1296201856,3
95,3168,4.0,1016317535,7
130,899,4.5,1139000019,8
478,64957,5.0,1446830173,9
509,144,4.0,939329728,7
665,3301,5.0,1010198079,9
412,1917,4.0,993089783,7
34,1259,4.0,973746961,7
247,2571,4.0,953271732,7
387,939,4.0,974670228,7
582,5502,4.0,1122167661,7
216,5952,5.0,1095792532,9
533,1653,4.0,965315001,7
562,1213,4.5,1167428942,8
212,56715,4.0,1270702942,7
575,2118,2.0,1012607321,3
560,1665,4.0,1452851869,7
373,356,3.0,938979970,5
346,6755,1.0,1159124832,1
436,898,4.0,941455779,7
352,4306,4.0,1420521869,7
309,8368,4.0,1114567020,7
420,1224,5.0,892820870,9
475,85131,2.5,1447255794,4
15,1895,2.5,1469330584,4
394,2791,4.0,1298379649,7
460,6525,3.0,1072838057,5
72,44195,3.5,1461784711,6
664,27788,4.5,1343762919,8
380,8798,3.5,1118604367,6
537,1271,4.0,879502514,7
298,74727,5.0,1447366535,9
565,2858,4.0,954602516,7
7,1394,3.0,851867688,5
562,11,4.0,1167428952,7
242,95,4.0,956684660,7
165,7139,3.0,1111980236,5
653,150,4.0,948160595,7
223,832,5.0,856532308,9
460,899,5.0,1072838860,9
311,1292,2.0,897404243,3
102,899,5.0,956598942,9
461,6016,3.5,1093225088,6
450,48516,5.0,1449349388,9
505,2208,3.0,1340409704,5
67,110,5.0,854713313,9
514,157,2.0,854116294,3
479,5618,0.5,1409004709,0
34,1089,4.0,973748508,7
85,500,4.0,837512181,7
119,1713,3.0,913057714,5
442,2078,4.5,1227967451,8
312,2384,2.0,959933537,3
554,2012,2.0,1012753028,3
487,587,4.0,832838603,7
99,3752,4.0,962144750,7
580,3972,4.5,1168658500,8
128,4034,4.0,1049690547,7
234,38038,2.0,1213850633,3
342,733,4.0,945126412,7
469,1513,4.0,1282471406,7
30,2249,4.0,945276685,7
299,1464,4.5,1344180621,8
637,3361,5.0,1231346509,9
19,253,3.0,855191430,5
665,1097,5.0,992909039,9
493,1408,2.0,954685229,3
353,4446,2.0,1144113312,3
654,4886,5.0,1145390136,9
199,1240,4.0,1214669116,7
138,91529,5.0,1440379247,9
564,1562,3.0,974839551,5
133,2297,3.5,1416151493,6
505,55451,4.5,1340407261,8
365,48780,5.0,1359307464,9
311,6525,2.5,1061927589,4
564,468,2.0,974837201,3
360,47,4.0,967345012,7
562,2115,4.5,1167428505,8
461,7386,4.5,1091052188,8
388,1245,5.0,946527600,9
428,919,3.0,1304136755,5
16,2278,3.5,1137577912,6
655,2502,4.0,1470072221,7
256,637,3.0,851862370,5
213,141,2.0,1462639009,3
388,1597,3.0,946521065,5
470,7013,3.5,1234088977,6
75,1214,4.0,1143048691,7
312,2353,2.0,959931438,3
518,597,4.0,945361386,7
427,6299,3.5,1054595166,6
548,500,3.0,857406724,5
547,2940,3.0,974779821,5
522,6942,3.0,1391351283,5
94,1777,2.5,1291781044,4
358,2137,4.0,957534907,7
596,590,4.0,1138658562,7
457,67734,2.5,1471386067,4
628,4973,3.0,1413103911,5
533,1374,5.0,965314952,9
177,547,1.0,907381218,1
130,4369,2.0,1140723933,3
161,500,4.0,837629586,7
298,56251,5.0,1447368496,9
212,5388,2.0,1260704974,3
358,466,1.0,957481180,1
102,3266,4.0,957893696,7
212,345,2.5,1218403136,4
270,4308,3.0,1469278482,5
346,5444,4.5,1159125259,8
509,2657,2.0,940642852,3
384,1562,3.0,1153157939,5
509,5945,2.5,1093277855,4
652,2011,4.0,1439584062,7
373,1961,4.0,939037615,7
492,1264,3.0,898110927,5
531,4993,0.5,1243509988,0
7,551,4.0,851868019,7
537,1013,3.0,879521390,5
559,150,5.0,903143360,9
128,2424,5.0,1049683738,9
321,348,4.0,939401242,7
102,2948,4.0,956599891,7
463,17,4.0,1050499223,7
185,1921,3.0,1003523622,5
571,2858,4.0,1334343413,7
624,112804,2.0,1454778777,3
15,53894,2.5,1338702524,4
73,736,1.5,1255608540,2
598,3552,5.0,1008571449,9
95,3499,5.0,1019022937,9
77,7387,4.5,1163259811,8
177,2053,3.0,907380435,5
461,2329,3.0,1091959285,5
402,79702,4.0,1443394197,7
150,8010,4.0,1140425327,7
430,6,4.0,1111489263,7
439,2010,4.0,1041114223,7
485,3006,3.0,1337748472,5
177,1573,4.0,907379910,7
536,431,4.0,829471719,7
639,427,3.0,832451150,5
264,527,5.0,995664707,9
497,2352,5.0,940364249,9
23,6666,3.0,1148672862,5
547,2631,3.0,1135940828,5
655,59387,4.0,1470075279,7
535,318,4.0,838630391,7
161,173,3.0,837629586,5
15,142507,3.0,1465793179,5
199,3986,2.5,1214653104,4
213,5171,2.5,1462639053,4
80,7,4.0,844860107,7
