tmdbId,tmdbIds
687,"[275, 451, 11382, 11450, 9800, 4584, 532, 680, 114, 409, 9208, 9390, 252, 424, 1934, 10223, 1900, 63, 3595, 14275]"
139405,"[47697, 62994, 123757, 18391, 13549, 22160, 58770, 26371, 18080, 11223, 41469, 44772, 9024, 12309, 8333, 2124, 10333, 11306, 64802, 19698]"
33689,"[31638, 144953, 29076, 43109, 18828, 44412, 23685, 10646, 24113, 11950, 26044, 30502, 9085, 39002, 9683, 13766, 12705, 15120, 12770]"
9603,"[712, 788, 858, 114, 2064, 2758, 1637, 5503, 13, 8587, 812, 15144, 251, 37233, 10020, 11566, 9598, 621, 3049, 36955]"
34615,"[105024, 51927, 12649, 9932, 17447, 9450, 17264, 19973, 11306, 24662, 11219, 12106, 10514, 281, 11827, 11674, 201, 13701, 10153, 7300]"
31174,"[37410, 10705, 17133, 16388, 38251, 10427, 35694, 14521, 25636, 32636, 13982, 11010, 14905, 30304, 41580, 2892, 43771, 27104, 28029, 40694]"
11443,"[11851, 10132, 106143, 26789, 10341, 59181, 15698, 26827, 48259, 10670, 9445, 30949, 17941, 11123, 32081, 26269, 10324, 11844, 30950, 918]"
35196,"[25440, 14334, 12520, 49803, 36447, 41768, 410921, 104301, 47502, 44326, 97406, 36094, 38722, 9819, 172545, 25796, 23333, 18989, 10497, 16235]"
9312,"[9359, 33542, 9739, 5503, 10329, 9482, 9255, 8854, 9607, 8005, 9886, 329, 268, 9070, 1499, 18395, 1498, 10925, 15762, 12834]"
577,"[9089, 16388, 1245, 12280, 1024, 10178, 319, 713, 9386, 9504, 10174, 10404, 38291, 712, 26596, 10765, 8428, 11318, 34053, 11145]"
11861,"[90214, 19762, 8391, 89333, 73067, 5757, 48787, 58372, 28313, 27993, 26352, 50463, 41878, 85247, 8223, 53185, 54850, 41225, 39448, 23223]"
807,"[680, 274, 5503, 1637, 13, 329, 197, 101, 629, 1572, 568, 268, 8587, 241, 280, 63, 278, 275, 581, 854]"
10530,"[10545, 8587, 10020, 8839, 408, 621, 812, 6520, 1641, 10895, 858, 8844, 4032, 6116, 10329, 9479, 11360, 756, 11114, 15300]"
8391,"[89333, 73067, 5757, 48787, 58372, 28313, 27993, 26352, 50463, 41878, 85247, 8223, 53185, 54850, 41225, 39448, 23223, 18919, 49763, 41801]"
629,"[680, 424, 238, 2118, 807, 769, 240, 28, 510, 568, 278, 275, 14, 500, 11, 274, 103, 603, 11450, 63]"
11448,"[8866, 18203, 11386, 9559, 10858, 9504, 9549, 12280, 279, 9716, 11860, 15602, 11062, 275, 12626, 18254, 642, 1578, 11159, 11000]"
49133,"[52855, 38884, 175, 47504, 36266, 16295, 10447, 40156, 12121, 13595, 880, 11861, 10412, 11074, 763, 2246, 7007, 8845, 5894, 145]"
26441,"[2625, 24405, 3587, 197537, 25723, 18519, 17414, 11933, 25438, 47288, 17709, 10280, 18252, 20927, 26180, 32911, 43742, 32284, 35680, 40772]"
97406,"[10497, 10954, 49803, 25440, 2088, 8391, 89333, 73067, 5757, 30157, 48787, 58372, 28313, 27993, 26352, 50463, 41878, 85247, 8223, 53185]"
9089,"[2006, 28033, 31593, 33468, 26371, 28902, 11790, 24018, 2115, 31582, 16085, 30346, 10341, 11385, 28377, 104301, 33364, 32078, 20139, 11191]"
11010,"[32636, 10633, 11382, 14275, 17589, 10161, 11216, 26564, 10445, 11448, 396, 11386, 19426, 1360, 713, 703, 409, 17015, 15764, 599]"
99040,"[40751, 42758, 416437, 30964, 87078, 47692, 16129, 8672, 24858, 267, 30020, 76330, 9455, 320011, 1414, 38884, 52059, 10494, 5910, 11167]"
11359,"[9086, 63020, 8973, 17585, 10379, 4421, 22586, 2293, 27985, 1880, 19326, 8986, 34584, 15037, 8838, 6520, 11283, 47939, 47867, 48287]"
17182,"[38225, 44465, 90214, 18555, 17585, 2086, 18220, 22067, 35233, 28121, 2021, 11859, 9560, 9822, 10660, 10464, 161495, 43535, 14289, 10586]"
2054,"[4584, 11000, 9294, 2320, 1645, 8866, 252, 9802, 10990, 602, 9087, 954, 397, 37233, 2064, 408, 788, 10478, 687, 858]"
10607,"[13567, 9103, 13815, 26953, 22915, 12484, 20443, 33172, 29095, 8867, 20009, 39578, 26725, 17168, 13704, 18498, 9457, 37530, 580, 10131]"
19760,"[259209, 22067, 41579, 51980, 28121, 124460, 25750, 11011, 26180, 14289, 44465, 38225, 18222, 1710, 9096, 33408, 20096, 12123, 1873, 11933]"
9536,"[36355, 25059, 20927, 9623, 13997, 9622, 11867, 11525, 11322, 9304, 9101, 2320, 9826, 2300, 19042, 11933, 2625, 24405, 3587, 197537]"
11525,"[10546, 27472, 33689, 31638, 144953, 29076, 43109, 18828, 44412, 23685, 10646, 24113, 11950, 26044, 30502, 9085, 39002, 9683, 13766]"
4482,"[22479, 37975, 19155, 255546, 297645, 132641, 101230, 86369, 118991, 18355, 45153, 12655, 32326, 11365, 15059, 20761, 61416, 14271, 45905, 161687]"
10634,"[10490, 10872, 1775, 9749, 18212, 31000, 9403, 10945, 6471, 6643, 59930, 17949, 19324, 19357, 17465, 12481, 10364, 11003, 21189, 18222]"
755,"[2668, 377, 766, 364, 6114, 9059, 5548, 8077, 9638, 1359, 8068, 2654, 927, 2293, 241, 30497, 9812, 10072, 1813, 507]"
11859,"[35233, 161495, 18555, 9263, 9271, 17182, 1408, 9061, 2086, 4954, 11593, 11041, 16297, 9302, 9560, 6520, 10464, 3512, 26203, 688]"
28387,"[18242, 19155, 132641, 101230, 118991, 18355, 45153, 12655, 32326, 11365, 15059, 20761, 61416, 14271, 45905, 161687, 34714, 50562, 18292, 11162]"
48750,"[16158, 11895, 128857, 372981, 123025, 16379, 11546, 9320, 22777, 65157, 47070, 14906, 46929, 20343, 11649, 17203, 26573, 13795, 47045, 45864]"
20927,"[36355, 26441, 2086, 16297, 9536, 18402, 9302, 11066, 9560, 2320, 8291, 11862, 32911, 17207, 18862, 10349, 47941, 25438, 24103, 20242]"
9102,"[10824, 18256, 11525, 10534, 10988, 4722, 8391, 89333, 73067, 5757, 48787, 58372, 28313, 27993, 26352, 50463, 25557, 41878, 85247, 8223]"
124626,"[8391, 89333, 73067, 5757, 48787, 58372, 28313, 27993, 26352, 50463, 41878, 161158, 85247, 8223, 53185, 23637, 54850, 35797, 105045]"
27526,"[11587, 38925, 110643, 26291, 7341, 10576, 15660, 32274, 20318, 27857, 30547, 32076, 16241, 26422, 31465, 17795, 692, 55561, 31924, 59181]"
9623,"[10534, 45325, 9091, 9302, 2320, 11062, 9536, 9294, 10586, 36355, 15602, 18041, 35614, 9039, 15992, 34341, 10546, 9879, 10990, 9304]"
46785,"[30304, 41580, 226229, 85778, 2892, 43771, 28029, 34024, 21253, 2894, 896, 13852, 10867, 55551, 51242, 37410, 32054, 2576, 17734, 784]"
400,"[11655, 8744, 47449, 131957, 37975, 4307, 255546, 297645, 86369, 55936, 15321, 11956, 62695, 98505, 91076, 79515, 20423, 25660, 83500, 36245]"
880,"[30157, 33245, 41730, 25212, 33828, 10613, 25985, 125707, 42612, 35650, 13915, 10985, 18408, 15278, 19415, 32235, 54973, 34681, 502, 37939]"
146599,"[18069, 30528, 22688, 57575, 36758, 43037, 38965, 19049, 1377, 27088, 36362, 18535, 42618, 40718, 31633, 5921, 14551, 51426, 42986, 30462]"
8447,"[2259, 55561, 61752, 37557, 82865, 63076, 41007, 97406, 5241, 25440, 47449, 20318, 23333, 10497, 26890, 16235, 25560, 10452, 10997, 10954]"
10534,"[9623, 10990, 19042, 36915, 20762, 11428, 38225, 9294, 47502, 10987, 9877, 9433, 9566, 9102, 400, 10342, 10278, 41671, 10354, 38722]"
17414,"[47288, 2625, 24405, 3587, 197537, 25723, 18519, 11933, 25438, 17709, 10280, 18252, 26180, 32911, 32284, 35680, 40772, 9073, 17894, 20737]"
13997,"[16288, 9622, 8913, 11284, 9536, 36355, 9980, 10014, 11133, 15556, 10072, 10131, 18086, 11082, 12499, 37530, 13509, 25059, 9894, 11868]"
2086,"[17182, 20927, 161495, 11929, 9263, 26180, 1710, 9822, 38225, 44465, 1408, 16297, 20096, 9313, 8838, 4477, 91217, 10354, 49803, 20242]"
9095,"[16420, 11982, 20762, 9103, 47333, 8840, 22777, 65157, 47070, 14906, 46929, 20343, 11649, 17203, 26573, 47045, 45864, 27273, 20678, 16690]"
12158,"[31586, 18395, 13203, 11966, 2307, 28165, 28774, 28169, 11980, 40490, 10452, 25749, 11285, 8850, 11046, 10351, 16337, 15239, 40480, 12475]"
9283,"[34101, 4912, 42314, 891, 50797, 2074, 14108, 1999, 10086, 72987, 1847, 58062, 29047, 4154, 37088, 8198, 5971, 39424, 14242, 28219]"
9208,"[9268, 9802, 36955, 6950, 1642, 602, 5503, 2320, 9331, 1572, 954, 37233, 664, 9294, 8840, 114, 2164, 1637, 712, 11000]"
40154,"[10412, 10497, 44705, 47018, 17589, 830, 46797, 10452, 468, 20156, 4481, 490, 15143, 12519, 9300, 11673, 16388, 10445, 8428, 21450]"
406,"[18480, 29973, 1689, 18620, 13005, 542, 35343, 13199, 8219, 19433, 38874, 10629, 8047, 26326, 4507, 47653, 25783, 2061, 31781, 20941]"
45549,"[19092, 28070, 37532, 6917, 22500, 20075, 11469, 26978, 30924, 24919, 15119, 32685, 10285, 15901, 15902, 28893, 20726, 11351, 29161, 11811]"
63076,"[82865, 41647, 55561, 29371, 37636, 61752, 12606, 8391, 89333, 73067, 5757, 48787, 58372, 28313, 27993, 26352, 50463, 41878, 85247, 8223]"
11062,"[1645, 10990, 10858, 9623, 3595, 6346, 9879, 34053, 13818, 11145, 46027, 9268, 10478, 2320, 11448, 19429, 59820, 11313, 44968, 18913]"
13685,"[17006, 88273, 39356, 76493, 1364, 9081, 13958, 308639, 28053, 267480, 13667, 159151, 325133, 3989, 11012, 25196, 10218, 13990, 8619, 10086]"
47475,"[26441, 23449, 11933, 2625, 24405, 2021, 3587, 197537, 25723, 18519, 17414, 11112, 10988, 90214, 9263, 43742, 25438, 47288, 17709, 10280]"
2045,"[38867, 10497, 10954, 97406, 10988, 30157, 12520, 10452, 9566, 3586, 6346, 25440, 1592, 9623, 18215, 12123, 11062, 880, 35196, 10280]"
9614,"[816, 8872, 2293, 9032, 1542, 11003, 941, 2105, 9377, 11017, 11977, 862, 1597, 9802, 9434, 602, 11543, 10663, 813, 87]"
688,"[41647, 18555, 4584, 11929, 2086, 63076, 713, 82865, 858, 10510, 9560, 2731, 9087, 114, 17182, 475, 10731, 37233, 18183, 2064]"
10874,"[9879, 11511, 19042, 9826, 18414, 31546, 9404, 47907, 15602, 2300, 11576, 9095, 10437, 20391, 10478, 32093, 11674, 36355, 33689, 40206]"
89333,"[8391, 73067, 5757, 48787, 58372, 28313, 27993, 26352, 50463, 41878, 85247, 8223, 53185, 54850, 41225, 39448, 23223, 18919, 49763, 41801]"
197,"[280, 36955, 13, 581, 329, 568, 424, 1637, 1572, 3049, 680, 807, 218, 603, 268, 562, 98, 8587, 854, 5503]"
103,"[829, 769, 275, 510, 680, 240, 629, 185, 289, 28, 935, 1578, 703, 2118, 500, 14, 762, 982, 3116, 696]"
33542,"[9404, 9312, 3065, 34584, 152, 20762, 11782, 8840, 9208, 2322, 154, 526, 11134, 78, 8866, 10622, 252, 11639, 17653, 12780]"
43566,"[43535, 259209, 51980, 124460, 49803, 2021, 41326, 26306, 50043, 38509, 5780, 63956, 47943, 63639, 39180, 95682, 16889, 27223, 552, 42158]"
71754,"[47507, 11687, 12519, 3586, 109, 649, 880, 16388, 695, 110, 108, 3036, 10436, 9348, 10451, 1245, 11112, 13701, 10163, 387]"
51352,"[15943, 90214, 1793, 19762, 47449, 48259, 172545, 11861, 14035, 131957, 8391, 89333, 73067, 5757, 48787, 58372, 28313, 27993, 26352, 50463]"
16934,"[441, 576, 47620, 44497, 168535, 74239, 31930, 2760, 11305, 27362, 11347, 42254, 37997, 42135, 30874, 9584, 5336, 13553, 33560, 13702]"
10324,"[10132, 59181, 106143, 26789, 26827, 11123, 48259, 10670, 15698, 32081, 9445, 26269, 11851, 17941, 918, 8391, 89333, 73067, 5757]"
32119,"[35645, 14839, 9977, 18588, 49805, 24257, 46986, 10496, 34760, 18282, 315, 47449, 14612, 18451, 21866, 54933, 131957, 8391, 89333, 73067]"
11066,"[16297, 1831, 18395, 18862, 10349, 47941, 34574, 24103, 40480, 32911, 40772, 47881, 21185, 25438, 2981, 10341, 18402, 19379, 9715, 23570]"
11104,"[16129, 30020, 17993, 49963, 10995, 14048, 331781, 17962, 14533, 67273, 11300, 25284, 157849, 10086, 247, 1480, 99040, 40751, 42758, 416437]"
37975,"[255546, 297645, 86369, 47449, 87729, 32325, 14587, 10954, 15730, 18620, 11902, 34444, 131957, 4482, 17447, 1689, 23333, 18975, 26890, 659]"
2074,"[592, 17993, 10086, 8416, 147, 4024, 31507, 25670, 10363, 27609, 302, 4154, 1092, 1480, 26889, 37088, 1847, 28219, 33015, 21189]"
27793,"[9073, 43774, 54580, 49689, 43423, 363, 20128, 14226, 8748, 2014, 13998, 7973, 66150, 3716, 18975, 82675, 11955, 11037, 123056, 18519]"
110972,"[26602, 26333, 15658, 2981, 10808, 5852, 4244, 13465, 30500, 12919, 15655, 2155, 1831, 10996, 21915, 9989, 22414, 10371, 10391, 10481]"
32622,"[4296, 42033, 27327, 42337, 21143, 13282, 15668, 10588, 9507, 9341, 38523, 24961, 8337, 35796, 10373, 10805, 26973, 4923, 19133, 9769]"
73067,"[8391, 89333, 5757, 48787, 58372, 28313, 27993, 26352, 50463, 41878, 85247, 8223, 53185, 54850, 41225, 39448, 23223, 18919, 49763, 41801]"
11863,"[17402, 44772, 26371, 11223, 40480, 1058, 8391, 89333, 73067, 5757, 48787, 58372, 28313, 27993, 26352, 50463, 41878, 85247, 8223, 53185]"
9101,"[11862, 9536, 36355, 12110, 9099, 20927, 9623, 9302, 31510, 10684, 2925, 11517, 9268, 41579, 59930, 25750, 17949, 19324, 19357, 17465]"
5757,"[8391, 89333, 73067, 48787, 58372, 28313, 27993, 26352, 50463, 41878, 85247, 8223, 53185, 54850, 41225, 39448, 23223, 18919, 49763, 41801]"
9302,"[2320, 9623, 15602, 20927, 51352, 10533, 16295, 11862, 36355, 2086, 9268, 1710, 9099, 5971, 39953, 41579, 35233, 2021, 46063, 25750]"
11000,"[252, 8866, 2054, 114, 788, 63, 954, 9208, 11860, 11448, 602, 664, 9802, 568, 2619, 37233, 858, 4584, 36955, 812]"
16388,"[236, 38251, 9300, 21450, 10997, 14291, 1245, 25636, 10445, 41590, 12527, 4012, 13245, 4154, 23333, 47018, 577, 22625, 11450, 109]"
9737,"[754, 755, 7451, 8961, 9495, 1572, 1495, 9705, 1573, 1792, 82682, 9799, 55787, 956, 879, 232672, 9654, 11535, 2978, 9336]"
30765,"[41843, 49471, 99008, 137236, 18242, 14522, 13939, 28387, 5652, 39113, 39507, 42087, 32872, 36344, 38802, 34574, 26477, 19933, 27985, 25059]"
10474,"[10222, 9344, 11841, 16353, 20649, 2487, 7304, 9927, 1430, 34444, 3989, 9529, 7343, 11230, 11013, 10948, 5894, 650, 2293, 41007]"
30157,"[32456, 36141, 34574, 10383, 16375, 10497, 708, 52873, 133575, 26933, 24016, 880, 10212, 2088, 97406, 54933, 1811, 46986, 8391, 89333]"
568,"[36955, 5503, 581, 1572, 329, 268, 680, 8587, 37233, 11450, 197, 9331, 1637, 274, 13, 812, 807, 280, 788, 114]"
11780,"[11318, 18183, 25440, 581, 713, 1245, 10954, 193, 37233, 11969, 9087, 197, 11566, 16771, 16388, 280, 10452, 10731, 10612, 329]"
34996,"[21588, 8391, 89333, 73067, 5757, 48787, 58372, 28313, 27993, 26352, 50463, 41878, 85247, 8223, 53185, 54850, 41225, 39448, 23223, 18919]"
414,"[710, 9350, 268, 36955, 1572, 5503, 3049, 9804, 628, 2064, 9331, 1642, 854, 812, 6950, 37233, 114, 329, 2164, 8587]"
649,"[110, 108, 5801, 47018, 17961, 12709, 109, 37557, 15730, 28387, 50797, 22016, 16391, 2144, 35172, 880, 18215, 10149, 147, 1600]"
1873,"[13343, 15237, 10337, 19414, 43236, 10338, 40480, 146599, 18069, 30528, 22688, 57575, 36758, 43037, 38965, 19049, 1377, 27088, 36362, 18535]"
5894,"[10149, 23210, 10427, 34574, 47504, 16235, 11861, 410921, 11790, 10443, 2115, 31582, 28377, 33468, 18620, 2259, 31593, 23333, 46986, 695]"
1775,"[18212, 14170, 28165, 6499, 38921, 26391, 28774, 28169, 31000, 31586, 10490, 32081, 23618, 12475, 39964, 2654, 14908, 59930, 17949, 49338]"
8839,"[9593, 11395, 788, 10530, 251, 6280, 1572, 306, 2064, 2758, 858, 8587, 36955, 397, 10020, 3512, 8844, 854, 1634, 10510]"
20649,"[15394, 31642, 790, 20759, 13815, 170767, 15813, 13526, 13132, 39125, 36791, 3515, 11638, 9923, 9792, 23949, 30072, 13245, 25636, 11298]"
10329,"[9886, 6950, 9804, 1572, 9482, 2164, 3512, 24070, 11395, 306, 854, 9603, 36955, 5503, 9348, 9312, 2758, 788, 414, 37233]"
8963,"[9331, 36955, 9804, 6950, 581, 1572, 8984, 2164, 3049, 710, 9350, 414, 628, 268, 568, 37233, 251, 2064, 5503, 197]"
26564,"[23210, 11382, 25099, 695, 1578, 77350, 36834, 10445, 14275, 3033, 10341, 20318, 11562, 10161, 10403, 27857, 20156, 11386, 21450, 15764]"
8068,"[11969, 755, 11702, 2636, 1428, 176, 1572, 268, 89, 6071, 522, 36593, 241, 954, 807, 1498, 9312, 95, 36955, 9359]"
8512,"[88875, 466, 22292, 11541, 3598, 4916, 12628, 1890, 24086, 12560, 26617, 27995, 9440, 24481, 25934, 13697, 1908, 57022, 59820, 14412]"
1572,"[36955, 6950, 9331, 268, 1637, 5503, 568, 710, 37233, 9804, 9350, 3049, 414, 114, 1642, 680, 2164, 197, 628, 306]"
13552,"[33516, 1811, 36136, 44497, 27362, 11347, 42254, 37997, 42135, 30874, 9584, 5336, 13553, 33560, 13702, 27816, 27815, 33257, 114524, 27274]"
259209,"[51980, 124460, 43566, 36834, 49803, 36447, 19760, 63020, 46797, 97406, 10531, 25440, 2259, 47333, 1873, 13701, 76, 32646, 10824, 47907]"
6520,"[8986, 18402, 8984, 9560, 4476, 9804, 9061, 2119, 2636, 17182, 397, 6950, 581, 1572, 10530, 10586, 858, 2086, 11310, 9294]"
9073,"[18519, 2625, 24405, 3587, 197537, 25723, 25438, 17414, 27793, 32911, 40772, 11933, 47288, 17709, 10280, 18252, 18862, 10349, 47941, 43742]"
10428,"[9407, 9433, 17585, 15196, 10670, 15698, 8838, 10847, 11370, 11123, 15739, 9566, 2642, 18713, 12723, 19378, 867, 22586, 10730, 28165]"
17447,"[27104, 40694, 23655, 47585, 25461, 37636, 98502, 35694, 1282, 14268, 37975, 36614, 255546, 297645, 86369, 14521, 77332, 56830, 17139, 24525]"
9886,"[10329, 9482, 9312, 9348, 9495, 24070, 11777, 7343, 3597, 10871, 18395, 507, 9737, 10909, 1572, 11075, 628, 1024, 9367, 10153]"
9482,"[10329, 9739, 9350, 414, 36955, 1572, 9886, 6950, 268, 9804, 9312, 4954, 9348, 2636, 9208, 306, 9495, 280, 854, 9359]"
19326,"[47939, 47867, 48287, 9776, 12616, 12538, 13823, 11560, 20309, 10131, 18086, 37530, 11857, 10589, 16300, 16888, 11068, 10879, 26953, 22915]"
9344,"[7090, 9453, 10222, 2291, 1807, 12143, 58428, 11013, 10474, 12237, 45132, 8689, 31767, 1690, 9558, 13920, 10585, 10142, 26606, 27814]"
9071,"[10174, 23333, 31586, 549, 26371, 22318, 77469, 26890, 10443, 10608, 28165, 31593, 265189, 221902, 8272, 10427, 10341, 37291, 28774, 315]"
8973,"[11980, 16337, 49338, 28165, 14908, 18395, 17402, 11863, 28774, 2654, 18256, 28169, 2293, 21183, 9945, 18713, 12475, 56428, 11797, 10824]"
15730,"[34444, 18215, 37975, 255546, 297645, 86369, 18242, 21183, 659, 2259, 649, 28387, 2307, 41590, 30765, 47449, 44497, 27362, 11347, 42254]"
47608,"[39953, 21056, 80070, 19797, 41756, 53027, 15850, 17614, 15708, 58467, 31526, 259389, 31962, 5187, 18998, 14208, 32444, 17483, 15728, 80198]"
2293,"[2292, 11003, 10218, 14577, 8872, 8973, 16320, 9614, 1832, 26391, 11017, 11381, 9032, 10158, 957, 522, 2788, 10490, 2667, 1597]"
9070,"[11667, 9593, 9312, 25438, 18252, 18519, 9359, 11777, 32911, 888, 40772, 2625, 24405, 18862, 3587, 197537, 25723, 10349, 47941, 25066]"
48787,"[8391, 89333, 73067, 5757, 58372, 28313, 27993, 26352, 50463, 41878, 85247, 8223, 53185, 54850, 41225, 39448, 23223, 18919, 49763, 41801]"
34574,"[46986, 8391, 89333, 73067, 5757, 48787, 58372, 28313, 27993, 26352, 50463, 41878, 85247, 8223, 53185, 54850, 41225, 39448, 23223, 18919]"
1642,"[1572, 37233, 2164, 36955, 8984, 414, 1637, 5503, 6950, 3049, 9331, 268, 568, 9359, 9804, 854, 858, 581, 9208, 807]"
11472,"[9382, 306, 6280, 2636, 1572, 3049, 114, 397, 712, 9273, 788, 8005, 8986, 10731, 1637, 3512, 628, 8587, 36955, 1587]"
36196,"[76397, 29371, 82865, 30192, 63076, 43516, 27103, 41791, 39473, 46119, 75490, 19142, 25641, 17990, 10720, 41647, 41007, 37636, 11916, 17127]"
11980,"[28165, 28774, 8973, 28169, 31586, 28198, 25066, 12475, 18395, 17402, 10824, 16337, 12257, 14908, 18212, 17585, 11863, 8391, 89333, 73067]"
58372,"[8391, 89333, 73067, 5757, 48787, 28313, 27993, 26352, 50463, 41878, 85247, 8223, 53185, 54850, 41225, 39448, 23223, 18919, 49763, 41801]"
32646,"[72031, 24016, 26933, 31017, 10531, 52873, 9448, 11985, 44018, 2, 1563, 216, 31026, 30959, 18872, 28030, 14696, 24190, 895, 31304]"
10533,"[95963, 41579, 25750, 25087, 9302, 47260, 9057, 2086, 9099, 20762, 35115, 19760, 18555, 10988, 12110, 9623, 29918, 9101, 688, 40480]"
10802,"[3586, 116167, 10525, 18215, 867, 306, 51863, 4148, 36593, 9255, 1572, 3062, 13365, 20561, 8922, 11397, 9909, 20562, 11806, 664]"
